1{'age_gps_data': '0.51', 'easting': 2279781.2637126297, 'latd': 44.565164525, 'lat_direction': 'N', 'timestamp': '185343.00', 'lond': 123.272790635, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674381', 'antenna_altitude': '47.646', 'geo_sep': '', 'latitude': '4433.9098715', 'num_sats': '11', 'horizontal_dil': '0.7', 'altitude_units': 'M', 'northing': 103622.70637698192}
1{'age_gps_data': '0.18', 'easting': 2279781.259143951, 'latd': 44.56516450666667, 'lat_direction': 'N', 'timestamp': '185440.00', 'lond': 123.27279069166667, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674415', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9098704', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70449548494}
2{'age_gps_data': '0.21', 'easting': 2279780.816492984, 'latd': 44.565166436666665, 'lat_direction': 'N', 'timestamp': '185446.00', 'lond': 123.27279636, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677816', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9099862', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93427701294}
3{'age_gps_data': '1.14', 'easting': 2279780.3746093926, 'latd': 44.565168325, 'lat_direction': 'N', 'timestamp': '185447.00', 'lond': 123.27280201666666, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681210', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9100995', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15939959232}
1{'age_gps_data': '0.51', 'easting': 2279781.2587851305, 'latd': 44.56516451666667, 'lat_direction': 'N', 'timestamp': '185441.00', 'lond': 123.27279069666666, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674418', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9098710', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70561963413}
2{'age_gps_data': '1.21', 'easting': 2279780.8162474134, 'latd': 44.56516644166667, 'lat_direction': 'N', 'timestamp': '185447.00', 'lond': 123.27279636333333, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677818', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9099865', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9348413609}
3{'age_gps_data': '0.23', 'easting': 2279780.372712473, 'latd': 44.56516831333333, 'lat_direction': 'N', 'timestamp': '185448.00', 'lond': 123.27280204, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681224', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9100988', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15816758573}
1{'age_gps_data': '0.29', 'easting': 2279781.2593641025, 'latd': 44.565164495, 'lat_direction': 'N', 'timestamp': '185442.00', 'lond': 123.27279068833333, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674413', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9098697', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7031907877}
2{'age_gps_data': '0.08', 'easting': 2279780.814993013, 'latd': 44.565166425, 'lat_direction': 'N', 'timestamp': '185448.00', 'lond': 123.27279637833334, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677827', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9099855', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93303137552}
3{'age_gps_data': '0.46', 'easting': 2279780.3738472657, 'latd': 44.56516833333333, 'lat_direction': 'N', 'timestamp': '185449.00', 'lond': 123.27280202666667, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681216', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9101000', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16035228595}
1{'age_gps_data': '0.51', 'easting': 2279781.2590243435, 'latd': 44.56516451, 'lat_direction': 'N', 'timestamp': '185443.00', 'lond': 123.27279069333333, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674416', 'antenna_altitude': '47.650', 'geo_sep': '', 'latitude': '4433.9098706', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70487020258}
2{'age_gps_data': '0.47', 'easting': 2279780.8148924704, 'latd': 44.56516643333333, 'lat_direction': 'N', 'timestamp': '185449.00', 'lond': 123.27279638, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677828', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9099860', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9339613542}
3{'age_gps_data': '0.22', 'easting': 2279780.371874088, 'latd': 44.56516830166667, 'lat_direction': 'N', 'timestamp': '185450.00', 'lond': 123.27280205, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681230', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9100981', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15689923335}
1{'age_gps_data': '0.26', 'easting': 2279781.258028223, 'latd': 44.565164491666664, 'lat_direction': 'N', 'timestamp': '185444.00', 'lond': 123.272790705, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674423', 'antenna_altitude': '47.655', 'geo_sep': '', 'latitude': '4433.9098695', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70286604296}
2{'age_gps_data': '0.26', 'easting': 2279780.8136062953, 'latd': 44.56516640833333, 'lat_direction': 'N', 'timestamp': '185450.00', 'lond': 123.272796395, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677837', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9099845', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93122593407}
3{'age_gps_data': '0.43', 'easting': 2279780.3727748864, 'latd': 44.565168295, 'lat_direction': 'N', 'timestamp': '185451.00', 'lond': 123.27280203833334, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681223', 'antenna_altitude': '47.674', 'geo_sep': '', 'latitude': '4433.9100977', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15612708405}
1{'age_gps_data': '1.26', 'easting': 2279781.2584823663, 'latd': 44.56516450666667, 'lat_direction': 'N', 'timestamp': '185445.00', 'lond': 123.2727907, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674420', 'antenna_altitude': '47.653', 'geo_sep': '', 'latitude': '4433.9098704', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7045181999}
2{'age_gps_data': '0.44', 'easting': 2279780.815477797, 'latd': 44.56516641333333, 'lat_direction': 'N', 'timestamp': '185451.00', 'lond': 123.27279637166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677823', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9099848', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93171759229}
3{'age_gps_data': '0.21', 'easting': 2279780.370267221, 'latd': 44.56516829666667, 'lat_direction': 'N', 'timestamp': '185452.00', 'lond': 123.27280207, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681242', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9100978', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15639848914}
1{'age_gps_data': '0.23', 'easting': 2279781.2617215207, 'latd': 44.56516452333334, 'lat_direction': 'N', 'timestamp': '185446.00', 'lond': 123.27279066, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674396', 'antenna_altitude': '47.649', 'geo_sep': '', 'latitude': '4433.9098714', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70626003947}
2{'age_gps_data': '0.22', 'easting': 2279780.81426266, 'latd': 44.56516644166667, 'lat_direction': 'N', 'timestamp': '185452.00', 'lond': 123.27279638833333, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677833', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9099865', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93490950484}
3{'age_gps_data': '0.45', 'easting': 2279780.371949211, 'latd': 44.56516828666667, 'lat_direction': 'N', 'timestamp': '185453.00', 'lond': 123.27280204833333, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681229', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9100972', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15522890631}
1{'age_gps_data': '1.23', 'easting': 2279781.2618474844, 'latd': 44.56516452166667, 'lat_direction': 'N', 'timestamp': '185447.00', 'lond': 123.27279065833334, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674395', 'antenna_altitude': '47.650', 'geo_sep': '', 'latitude': '4433.9098713', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70607040823}
2{'age_gps_data': '0.47', 'easting': 2279780.8174561965, 'latd': 44.56516641166667, 'lat_direction': 'N', 'timestamp': '185453.00', 'lond': 123.27279634666667, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677808', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9099847', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93146436196}
3{'age_gps_data': '0.17', 'easting': 2279780.370475795, 'latd': 44.565168316666664, 'lat_direction': 'N', 'timestamp': '185454.00', 'lond': 123.27280206833333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681241', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9100990', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15861499123}
1{'age_gps_data': '0.20', 'easting': 2279781.2613055063, 'latd': 44.56516451833333, 'lat_direction': 'N', 'timestamp': '185448.00', 'lond': 123.272790665, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674399', 'antenna_altitude': '47.644', 'geo_sep': '', 'latitude': '4433.9098711', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70571840648}
2{'age_gps_data': '0.30', 'easting': 2279780.8148797606, 'latd': 44.56516643, 'lat_direction': 'N', 'timestamp': '185454.00', 'lond': 123.27279638, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677828', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9099858', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93359117862}
3{'age_gps_data': '0.52', 'easting': 2279780.3709415155, 'latd': 44.5651683, 'lat_direction': 'N', 'timestamp': '185455.00', 'lond': 123.27280206166667, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681237', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9100980', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15674594697}
1{'age_gps_data': '0.45', 'easting': 2279781.261948027, 'latd': 44.565164513333336, 'lat_direction': 'N', 'timestamp': '185449.00', 'lond': 123.27279065666667, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674394', 'antenna_altitude': '47.646', 'geo_sep': '', 'latitude': '4433.9098708', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70514043048}
2{'age_gps_data': '0.57', 'easting': 2279780.816271698, 'latd': 44.56516641333333, 'lat_direction': 'N', 'timestamp': '185455.00', 'lond': 123.27279636166666, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677817', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9099848', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93169033434}
3{'age_gps_data': '0.25', 'easting': 2279780.371244277, 'latd': 44.56516831, 'lat_direction': 'N', 'timestamp': '185456.00', 'lond': 123.27280205833334, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681235', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9100986', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15784738306}
1{'age_gps_data': '0.19', 'easting': 2279781.2607762385, 'latd': 44.56516451833333, 'lat_direction': 'N', 'timestamp': '185450.00', 'lond': 123.27279067166667, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674403', 'antenna_altitude': '47.646', 'geo_sep': '', 'latitude': '4433.9098711', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70573657844}
2{'age_gps_data': '0.30', 'easting': 2279780.816429436, 'latd': 44.56516642, 'lat_direction': 'N', 'timestamp': '185456.00', 'lond': 123.27279636, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677816', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9099852', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9324261425}
3{'age_gps_data': '0.55', 'easting': 2279780.371232703, 'latd': 44.56516834166667, 'lat_direction': 'N', 'timestamp': '185457.00', 'lond': 123.27280206, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681236', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9101005', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16136858333}
1{'age_gps_data': '0.38', 'easting': 2279781.263151589, 'latd': 44.56516451666667, 'lat_direction': 'N', 'timestamp': '185451.00', 'lond': 123.27279064166666, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674385', 'antenna_altitude': '47.648', 'geo_sep': '', 'latitude': '4433.9098710', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70546971634}
2{'age_gps_data': '0.57', 'easting': 2279780.8170667333, 'latd': 44.565166448333336, 'lat_direction': 'N', 'timestamp': '185457.00', 'lond': 123.27279635333333, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677812', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099869', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93555444945}
3{'age_gps_data': '0.32', 'easting': 2279780.3723536497, 'latd': 44.56516832333333, 'lat_direction': 'N', 'timestamp': '185458.00', 'lond': 123.272802045, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681227', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9100994', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15929173585}
1{'age_gps_data': '0.10', 'easting': 2279781.261740585, 'latd': 44.565164528333334, 'lat_direction': 'N', 'timestamp': '185452.00', 'lond': 123.27279066, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674396', 'antenna_altitude': '47.643', 'geo_sep': '', 'latitude': '4433.9098717', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70681529958}
2{'age_gps_data': '0.36', 'easting': 2279780.8168708687, 'latd': 44.56516643166667, 'lat_direction': 'N', 'timestamp': '185458.00', 'lond': 123.272796355, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677813', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099859', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.933708122}
3{'age_gps_data': '0.45', 'easting': 2279780.370816686, 'latd': 44.565168336666666, 'lat_direction': 'N', 'timestamp': '185459.00', 'lond': 123.272802065, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681239', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9101002', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1608269494}
1{'age_gps_data': '0.41', 'easting': 2279781.26368721, 'latd': 44.56516451833333, 'lat_direction': 'N', 'timestamp': '185453.00', 'lond': 123.272790635, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674381', 'antenna_altitude': '47.646', 'geo_sep': '', 'latitude': '4433.9098711', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70563663263}
2{'age_gps_data': '0.47', 'easting': 2279780.817325014, 'latd': 44.565166446666666, 'lat_direction': 'N', 'timestamp': '185459.00', 'lond': 123.27279635, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677810', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9099868', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93536027707}
3{'age_gps_data': '0.20', 'easting': 2279780.3712962507, 'latd': 44.56516835833333, 'lat_direction': 'N', 'timestamp': '185500.00', 'lond': 123.27280206, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681236', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9101015', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1632194519}
1{'age_gps_data': '0.16', 'easting': 2279781.2612176742, 'latd': 44.56516453, 'lat_direction': 'N', 'timestamp': '185454.00', 'lond': 123.27279066666667, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674400', 'antenna_altitude': '47.650', 'geo_sep': '', 'latitude': '4433.9098718', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70701855887}
2{'age_gps_data': '0.26', 'easting': 2279780.817073088, 'latd': 44.56516645, 'lat_direction': 'N', 'timestamp': '185500.00', 'lond': 123.27279635333333, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677812', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9099870', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9357395377}
3{'age_gps_data': '0.51', 'easting': 2279780.368554588, 'latd': 44.56516833333333, 'lat_direction': 'N', 'timestamp': '185501.00', 'lond': 123.27280209333334, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681256', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9101000', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16053400654}
1{'age_gps_data': '0.57', 'easting': 2279781.2624455187, 'latd': 44.565164505, 'lat_direction': 'N', 'timestamp': '185455.00', 'lond': 123.27279065, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674390', 'antenna_altitude': '47.650', 'geo_sep': '', 'latitude': '4433.9098703', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7041968219}
2{'age_gps_data': '0.46', 'easting': 2279780.8147792183, 'latd': 44.565166438333335, 'lat_direction': 'N', 'timestamp': '185501.00', 'lond': 123.27279638166667, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677829', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099863', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93452115916}
3{'age_gps_data': '0.27', 'easting': 2279780.37114487, 'latd': 44.565168353333334, 'lat_direction': 'N', 'timestamp': '185502.00', 'lond': 123.27280206166667, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681237', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9101012', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16266873479}
1{'age_gps_data': '0.34', 'easting': 2279781.2631770084, 'latd': 44.56516452333334, 'lat_direction': 'N', 'timestamp': '185456.00', 'lond': 123.27279064166666, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674385', 'antenna_altitude': '47.651', 'geo_sep': '', 'latitude': '4433.9098714', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7062100675}
2{'age_gps_data': '0.24', 'easting': 2279780.815926722, 'latd': 44.565166461666664, 'lat_direction': 'N', 'timestamp': '185502.00', 'lond': 123.27279636833333, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677821', 'antenna_altitude': '47.673', 'geo_sep': '', 'latitude': '4433.9099877', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93707603216}
3{'age_gps_data': '0.51', 'easting': 2279780.3717619684, 'latd': 44.56516834166667, 'lat_direction': 'N', 'timestamp': '185503.00', 'lond': 123.27280205333334, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681232', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9101005', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16135041136}
1{'age_gps_data': '0.53', 'easting': 2279781.2622762076, 'latd': 44.56516453, 'lat_direction': 'N', 'timestamp': '185457.00', 'lond': 123.27279065333333, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674392', 'antenna_altitude': '47.654', 'geo_sep': '', 'latitude': '4433.9098718', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70698221494}
2{'age_gps_data': '0.53', 'easting': 2279780.8153211954, 'latd': 44.56516644166667, 'lat_direction': 'N', 'timestamp': '185503.00', 'lond': 123.272796375, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677825', 'antenna_altitude': '47.673', 'geo_sep': '', 'latitude': '4433.9099865', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9348731609}
3{'age_gps_data': '0.16', 'easting': 2279780.3734312505, 'latd': 44.565168328333336, 'lat_direction': 'N', 'timestamp': '185504.00', 'lond': 123.27280203166667, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681219', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9100997', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15981065482}
1{'age_gps_data': '0.32', 'easting': 2279781.2639391352, 'latd': 44.565164515, 'lat_direction': 'N', 'timestamp': '185458.00', 'lond': 123.27279063166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674379', 'antenna_altitude': '47.650', 'geo_sep': '', 'latitude': '4433.9098709', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.705257372}
2{'age_gps_data': '0.32', 'easting': 2279780.8163288916, 'latd': 44.565166428333335, 'lat_direction': 'N', 'timestamp': '185504.00', 'lond': 123.27279636166666, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677817', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099857', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93335612025}
3{'age_gps_data': '0.44', 'easting': 2279780.3749110205, 'latd': 44.5651683, 'lat_direction': 'N', 'timestamp': '185505.00', 'lond': 123.27280201166667, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681207', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9100980', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15660965722}
