3{'age_gps_data': '1.16', 'easting': 2279780.3795357593, 'latd': 44.56516829833333, 'lat_direction': 'N', 'timestamp': '185903.00', 'lond': 123.27280195333333, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681172', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9100979', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1562655652}
3{'age_gps_data': '1.15', 'easting': 2279780.3771488336, 'latd': 44.56516833166667, 'lat_direction': 'N', 'timestamp': '185922.00', 'lond': 123.272801985, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681191', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9100999', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1600536257}
1{'age_gps_data': '0.22', 'easting': 2279781.262024285, 'latd': 44.56516453333333, 'lat_direction': 'N', 'timestamp': '185916.00', 'lond': 123.27279065666667, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674394', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9098720', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70736147463}
2{'age_gps_data': '0.33', 'easting': 2279780.818999516, 'latd': 44.5651664, 'lat_direction': 'N', 'timestamp': '185922.00', 'lond': 123.27279632666666, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677796', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9099840', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93011423759}
3{'age_gps_data': '0.19', 'easting': 2279780.372718828, 'latd': 44.565168315, 'lat_direction': 'N', 'timestamp': '185923.00', 'lond': 123.27280204, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681224', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9100989', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15835267212}
1{'age_gps_data': '1.22', 'easting': 2279781.261866549, 'latd': 44.56516452666666, 'lat_direction': 'N', 'timestamp': '185917.00', 'lond': 123.27279065833334, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674395', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9098716', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70662566926}
2{'age_gps_data': '0.08', 'easting': 2279780.817518609, 'latd': 44.565166393333335, 'lat_direction': 'N', 'timestamp': '185923.00', 'lond': 123.272796345, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677807', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099836', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9294238612}
3{'age_gps_data': '1.19', 'easting': 2279780.3732798696, 'latd': 44.56516832333333, 'lat_direction': 'N', 'timestamp': '185924.00', 'lond': 123.27280203333333, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681220', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9100994', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15925993491}
2{'age_gps_data': '1.08', 'easting': 2279780.8177578254, 'latd': 44.56516638666667, 'lat_direction': 'N', 'timestamp': '185924.00', 'lond': 123.27279634166666, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677805', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9099832', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92867442872}
1{'age_gps_data': '0.25', 'easting': 2279781.2616908806, 'latd': 44.56516455, 'lat_direction': 'N', 'timestamp': '185918.00', 'lond': 123.27279066166666, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674397', 'antenna_altitude': '47.652', 'geo_sep': '', 'latitude': '4433.9098730', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70922597591}
3{'age_gps_data': '0.40', 'easting': 2279780.37305972, 'latd': 44.565168335, 'lat_direction': 'N', 'timestamp': '185925.00', 'lond': 123.27280203666666, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681222', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9101001', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16056463216}
1{'age_gps_data': '0.09', 'easting': 2279781.2604047065, 'latd': 44.565164525, 'lat_direction': 'N', 'timestamp': '185919.00', 'lond': 123.27279067666667, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674406', 'antenna_altitude': '47.655', 'geo_sep': '', 'latitude': '4433.9098715', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70649055578}
2{'age_gps_data': '0.31', 'easting': 2279780.815817555, 'latd': 44.56516639833333, 'lat_direction': 'N', 'timestamp': '185925.00', 'lond': 123.27279636666667, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677820', 'antenna_altitude': '47.673', 'geo_sep': '', 'latitude': '4433.9099839', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9300381802}
3{'age_gps_data': '0.09', 'easting': 2279780.374489787, 'latd': 44.565168328333336, 'lat_direction': 'N', 'timestamp': '185926.00', 'lond': 123.27280201833334, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681211', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9100997', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15977431089}
1{'age_gps_data': '0.40', 'easting': 2279781.2615955584, 'latd': 44.565164525, 'lat_direction': 'N', 'timestamp': '185920.00', 'lond': 123.27279066166666, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674397', 'antenna_altitude': '47.654', 'geo_sep': '', 'latitude': '4433.9098715', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70644966885}
2{'age_gps_data': '0.10', 'easting': 2279780.8177144737, 'latd': 44.56516641, 'lat_direction': 'N', 'timestamp': '185926.00', 'lond': 123.27279634333334, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677806', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9099846', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93127018958}
3{'age_gps_data': '1.09', 'easting': 2279780.374483432, 'latd': 44.565168326666665, 'lat_direction': 'N', 'timestamp': '185927.00', 'lond': 123.27280201833334, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681211', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9100996', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1595892217}
1{'age_gps_data': '0.15', 'easting': 2279781.261948027, 'latd': 44.565164513333336, 'lat_direction': 'N', 'timestamp': '185921.00', 'lond': 123.27279065666667, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674394', 'antenna_altitude': '47.656', 'geo_sep': '', 'latitude': '4433.9098708', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70514043048}
2{'age_gps_data': '1.10', 'easting': 2279780.8188672005, 'latd': 44.5651664, 'lat_direction': 'N', 'timestamp': '185927.00', 'lond': 123.27279632833333, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677797', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099840', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93011878058}
3{'age_gps_data': '0.20', 'easting': 2279780.3749173754, 'latd': 44.56516830166667, 'lat_direction': 'N', 'timestamp': '185928.00', 'lond': 123.27280201166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681207', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9100981', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15679474454}
1{'age_gps_data': '1.15', 'easting': 2279781.2627101545, 'latd': 44.565164505, 'lat_direction': 'N', 'timestamp': '185922.00', 'lond': 123.27279064666666, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674388', 'antenna_altitude': '47.653', 'geo_sep': '', 'latitude': '4433.9098703', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70418773592}
2{'age_gps_data': '0.24', 'easting': 2279780.819181537, 'latd': 44.56516637833333, 'lat_direction': 'N', 'timestamp': '185928.00', 'lond': 123.27279632333334, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677794', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9099827', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92769901827}
3{'age_gps_data': '1.20', 'easting': 2279780.3739414536, 'latd': 44.56516832333333, 'lat_direction': 'N', 'timestamp': '185929.00', 'lond': 123.272802025, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681215', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9100994', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15923721995}
1{'age_gps_data': '0.24', 'easting': 2279781.2588666077, 'latd': 44.565164503333335, 'lat_direction': 'N', 'timestamp': '185923.00', 'lond': 123.272790695, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674417', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9098702', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70413439628}
2{'age_gps_data': '0.07', 'easting': 2279780.819175182, 'latd': 44.56516637666667, 'lat_direction': 'N', 'timestamp': '185929.00', 'lond': 123.27279632333334, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677794', 'antenna_altitude': '47.674', 'geo_sep': '', 'latitude': '4433.9099826', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92751393095}
3{'age_gps_data': '0.32', 'easting': 2279780.3729961715, 'latd': 44.565168318333335, 'lat_direction': 'N', 'timestamp': '185930.00', 'lond': 123.27280203666666, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681222', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9100991', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15871376079}
1{'age_gps_data': '0.09', 'easting': 2279781.259894504, 'latd': 44.56516453, 'lat_direction': 'N', 'timestamp': '185924.00', 'lond': 123.27279068333333, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674410', 'antenna_altitude': '47.655', 'geo_sep': '', 'latitude': '4433.9098718', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70706398785}
2{'age_gps_data': '1.07', 'easting': 2279780.819055575, 'latd': 44.56516638, 'lat_direction': 'N', 'timestamp': '185930.00', 'lond': 123.272796325, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677795', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099828', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92788864858}
3{'age_gps_data': '0.06', 'easting': 2279780.3711818643, 'latd': 44.565168328333336, 'lat_direction': 'N', 'timestamp': '185931.00', 'lond': 123.27280206, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681236', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9100997', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1598878866}
1{'age_gps_data': '0.48', 'easting': 2279781.2589989244, 'latd': 44.565164503333335, 'lat_direction': 'N', 'timestamp': '185925.00', 'lond': 123.27279069333333, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674416', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9098702', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70412985329}
2{'age_gps_data': '0.25', 'easting': 2279780.8153316365, 'latd': 44.565166375, 'lat_direction': 'N', 'timestamp': '185931.00', 'lond': 123.27279637166667, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677823', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9099825', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92746059038}
3{'age_gps_data': '0.40', 'easting': 2279780.37408648, 'latd': 44.565168326666665, 'lat_direction': 'N', 'timestamp': '185932.00', 'lond': 123.27280202333333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681214', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9100996', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15960285068}
1{'age_gps_data': '0.17', 'easting': 2279781.2588475435, 'latd': 44.56516449833333, 'lat_direction': 'N', 'timestamp': '185926.00', 'lond': 123.272790695, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674417', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9098699', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70357913524}
2{'age_gps_data': '0.04', 'easting': 2279780.8182235453, 'latd': 44.56516637, 'lat_direction': 'N', 'timestamp': '185932.00', 'lond': 123.272796335, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677801', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9099822', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92680538539}
3{'age_gps_data': '0.07', 'easting': 2279780.374401954, 'latd': 44.56516834, 'lat_direction': 'N', 'timestamp': '185933.00', 'lond': 123.27280202, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681212', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9101004', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16107446328}
1{'age_gps_data': '1.17', 'easting': 2279781.2597610536, 'latd': 44.565164495, 'lat_direction': 'N', 'timestamp': '185927.00', 'lond': 123.27279068333333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674410', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9098697', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70317715779}
2{'age_gps_data': '0.39', 'easting': 2279780.8185517266, 'latd': 44.56516638666667, 'lat_direction': 'N', 'timestamp': '185933.00', 'lond': 123.27279633166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677799', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9099832', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92864717077}
3{'age_gps_data': '1.07', 'easting': 2279780.373904459, 'latd': 44.56516834833333, 'lat_direction': 'N', 'timestamp': '185934.00', 'lond': 123.27280202666667, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681216', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9101009', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16201806907}
1{'age_gps_data': '0.29', 'easting': 2279781.260188644, 'latd': 44.565164468333336, 'lat_direction': 'N', 'timestamp': '185928.00', 'lond': 123.27279067666667, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674406', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9098681', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70019759517}
2{'age_gps_data': '0.06', 'easting': 2279780.816970277, 'latd': 44.56516638833333, 'lat_direction': 'N', 'timestamp': '185934.00', 'lond': 123.27279635166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677811', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9099833', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9288867712}
3{'age_gps_data': '0.28', 'easting': 2279780.3747237795, 'latd': 44.565168355, 'lat_direction': 'N', 'timestamp': '185935.00', 'lond': 123.27280201666666, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681210', 'antenna_altitude': '47.656', 'geo_sep': '', 'latitude': '4433.9101013', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16273116041}
1{'age_gps_data': '1.29', 'easting': 2279781.259142819, 'latd': 44.56516447166667, 'lat_direction': 'N', 'timestamp': '185929.00', 'lond': 123.27279069, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674414', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9098683', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70060411282}
2{'age_gps_data': '0.39', 'easting': 2279780.817631861, 'latd': 44.56516638833333, 'lat_direction': 'N', 'timestamp': '185935.00', 'lond': 123.27279634333334, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677806', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9099833', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92886405624}
3{'age_gps_data': '1.28', 'easting': 2279780.3745469805, 'latd': 44.56516834333333, 'lat_direction': 'N', 'timestamp': '185936.00', 'lond': 123.27280201833334, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681211', 'antenna_altitude': '47.656', 'geo_sep': '', 'latitude': '4433.9101006', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16144009307}
1{'age_gps_data': '0.32', 'easting': 2279781.2592497165, 'latd': 44.565164465, 'lat_direction': 'N', 'timestamp': '185930.00', 'lond': 123.27279068833333, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674413', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9098679', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.69985922053}
2{'age_gps_data': '0.12', 'easting': 2279780.8174804803, 'latd': 44.565166383333334, 'lat_direction': 'N', 'timestamp': '185936.00', 'lond': 123.272796345, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677807', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9099830', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9283133382}
3{'age_gps_data': '0.36', 'easting': 2279780.374648657, 'latd': 44.56516837, 'lat_direction': 'N', 'timestamp': '185937.00', 'lond': 123.27280201833334, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681211', 'antenna_altitude': '47.652', 'geo_sep': '', 'latitude': '4433.9101022', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16440148652}
1{'age_gps_data': '0.16', 'easting': 2279781.257523243, 'latd': 44.56516446333333, 'lat_direction': 'N', 'timestamp': '185931.00', 'lond': 123.27279071, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674426', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9098678', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.69973319396}
2{'age_gps_data': '0.49', 'easting': 2279780.8158620386, 'latd': 44.56516641, 'lat_direction': 'N', 'timestamp': '185937.00', 'lond': 123.27279636666667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677820', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9099846', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93133379053}
3{'age_gps_data': '0.07', 'easting': 2279780.3731625304, 'latd': 44.565168396666664, 'lat_direction': 'N', 'timestamp': '185938.00', 'lond': 123.27280203833334, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681223', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9101038', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16741739679}
1{'age_gps_data': '0.44', 'easting': 2279781.2603018973, 'latd': 44.56516446333333, 'lat_direction': 'N', 'timestamp': '185932.00', 'lond': 123.272790675, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674405', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9098678', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.69963779114}
2{'age_gps_data': '0.16', 'easting': 2279780.8162664776, 'latd': 44.565166446666666, 'lat_direction': 'N', 'timestamp': '185938.00', 'lond': 123.27279636333333, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677818', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9099868', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.935396621}
3{'age_gps_data': '0.47', 'easting': 2279780.374132098, 'latd': 44.565168373333336, 'lat_direction': 'N', 'timestamp': '185939.00', 'lond': 123.272802025, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681215', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9101024', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16478983499}
1{'age_gps_data': '0.07', 'easting': 2279781.2613488557, 'latd': 44.565164495, 'lat_direction': 'N', 'timestamp': '185933.00', 'lond': 123.27279066333334, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674398', 'antenna_altitude': '47.659', 'geo_sep': '', 'latitude': '4433.9098697', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70312264282}
2{'age_gps_data': '0.11', 'easting': 2279780.8159382963, 'latd': 44.56516643, 'lat_direction': 'N', 'timestamp': '185939.00', 'lond': 123.27279636666667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677820', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9099858', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93355483469}
3{'age_gps_data': '0.15', 'easting': 2279780.373079918, 'latd': 44.565168375, 'lat_direction': 'N', 'timestamp': '185940.00', 'lond': 123.27280203833334, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681223', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9101025', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16501126532}
1{'age_gps_data': '1.07', 'easting': 2279781.261033385, 'latd': 44.56516448166666, 'lat_direction': 'N', 'timestamp': '185934.00', 'lond': 123.27279066666667, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674400', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9098689', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70165103208}
2{'age_gps_data': '0.40', 'easting': 2279780.8146214825, 'latd': 44.56516643166667, 'lat_direction': 'N', 'timestamp': '185940.00', 'lond': 123.27279638333333, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677830', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9099859', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93378535286}
