2{'timestamp': '195849.00', 'gps_qual': '1', 'latitude': '4433.9751648', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '58.115', 'easting': 2279711.7441462968, 'geo_sep': '', 'northing': 103746.0856173383, 'lat_direction': 'N', 'lond': 123.27371858666666, 'longitude': '12316.4231152', 'latd': 44.56625274666666, 'geo_sep_units': '', 'ref_station_id': '*05\r\n', 'num_sats': '13', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '195944.00', 'gps_qual': '1', 'latitude': '4433.9715452', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '50.385', 'easting': 2279721.3013558397, 'geo_sep': '', 'northing': 103739.05006481614, 'lat_direction': 'N', 'lond': 123.27359530333334, 'longitude': '12316.4157182', 'latd': 44.56619242, 'geo_sep_units': '', 'ref_station_id': '*07\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195947.00', 'gps_qual': '2', 'latitude': '4433.9705049', 'age_gps_data': '2.04', 'lon_direction': 'W', 'antenna_altitude': '54.308', 'easting': 2279724.8761274456, 'geo_sep': '', 'northing': 103736.99956237059, 'lat_direction': 'N', 'lond': 123.27354944166666, 'longitude': '12316.4129665', 'latd': 44.566175081666664, 'geo_sep_units': '', 'ref_station_id': '0375*12\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
1{'timestamp': '195945.00', 'gps_qual': '2', 'latitude': '4433.9707652', 'age_gps_data': '0.24', 'lon_direction': 'W', 'antenna_altitude': '51.816', 'easting': 2279723.9217493357, 'geo_sep': '', 'northing': 103737.51468887273, 'lat_direction': 'N', 'lond': 123.27356167166667, 'longitude': '12316.4137003', 'latd': 44.56617942, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '05', 'horizontal_dil': '1.8', 'altitude_units': 'M'}
3{'timestamp': '195945.00', 'gps_qual': '2', 'latitude': '4433.9707652', 'age_gps_data': '0.24', 'lon_direction': 'W', 'antenna_altitude': '51.816', 'easting': 2279723.9217493357, 'geo_sep': '', 'northing': 103737.51468887273, 'lat_direction': 'N', 'lond': 123.27356167166667, 'longitude': '12316.4137003', 'latd': 44.56617942, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '05', 'horizontal_dil': '1.8', 'altitude_units': 'M'}
2{'timestamp': '195948.00', 'gps_qual': '2', 'latitude': '4433.9705130', 'age_gps_data': '3.04', 'lon_direction': 'W', 'antenna_altitude': '54.154', 'easting': 2279725.329555058, 'geo_sep': '', 'northing': 103736.99899984151, 'lat_direction': 'N', 'lond': 123.27354373666667, 'longitude': '12316.4126242', 'latd': 44.566175216666664, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
3{'timestamp': '195946.00', 'gps_qual': '2', 'latitude': '4433.9706217', 'age_gps_data': '1.24', 'lon_direction': 'W', 'antenna_altitude': '51.795', 'easting': 2279724.459748355, 'geo_sep': '', 'northing': 103737.23029891122, 'lat_direction': 'N', 'lond': 123.27355478, 'longitude': '12316.4132868', 'latd': 44.566177028333335, 'geo_sep_units': '', 'ref_station_id': '0375*14\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
1{'timestamp': '195946.00', 'gps_qual': '2', 'latitude': '4433.9706217', 'age_gps_data': '1.24', 'lon_direction': 'W', 'antenna_altitude': '51.795', 'easting': 2279724.459748355, 'geo_sep': '', 'northing': 103737.23029891122, 'lat_direction': 'N', 'lond': 123.27355478, 'longitude': '12316.4132868', 'latd': 44.566177028333335, 'geo_sep_units': '', 'ref_station_id': '0375*14\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
2{'timestamp': '195949.00', 'gps_qual': '2', 'latitude': '4433.9705162', 'age_gps_data': '4.04', 'lon_direction': 'W', 'antenna_altitude': '54.025', 'easting': 2279725.5336551997, 'geo_sep': '', 'northing': 103736.99792012386, 'lat_direction': 'N', 'lond': 123.27354116833334, 'longitude': '12316.4124701', 'latd': 44.56617527, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
3{'timestamp': '195950.00', 'gps_qual': '2', 'latitude': '4433.9704481', 'age_gps_data': '5.04', 'lon_direction': 'W', 'antenna_altitude': '54.237', 'easting': 2279725.7214471605, 'geo_sep': '', 'northing': 103736.8652777886, 'lat_direction': 'N', 'lond': 123.27353874833334, 'longitude': '12316.4123249', 'latd': 44.566174135, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
2{'timestamp': '195950.00', 'gps_qual': '2', 'latitude': '4433.9704481', 'age_gps_data': '5.04', 'lon_direction': 'W', 'antenna_altitude': '54.237', 'easting': 2279725.7214471605, 'geo_sep': '', 'northing': 103736.8652777886, 'lat_direction': 'N', 'lond': 123.27353874833334, 'longitude': '12316.4123249', 'latd': 44.566174135, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
1{'timestamp': '195950.00', 'gps_qual': '2', 'latitude': '4433.9704481', 'age_gps_data': '5.04', 'lon_direction': 'W', 'antenna_altitude': '54.237', 'easting': 2279725.7214471605, 'geo_sep': '', 'northing': 103736.8652777886, 'lat_direction': 'N', 'lond': 123.27353874833334, 'longitude': '12316.4123249', 'latd': 44.566174135, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
3{'timestamp': '195951.00', 'gps_qual': '2', 'latitude': '4433.9690738', 'age_gps_data': '6.03', 'lon_direction': 'W', 'antenna_altitude': '58.113', 'easting': 2279727.8829089007, 'geo_sep': '', 'northing': 103734.24439521786, 'lat_direction': 'N', 'lond': 123.27351042166667, 'longitude': '12316.4106253', 'latd': 44.56615123, 'geo_sep_units': '', 'ref_station_id': '0375*11\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195948.00', 'gps_qual': '2', 'latitude': '4433.9706140', 'age_gps_data': '3.24', 'lon_direction': 'W', 'antenna_altitude': '51.755', 'easting': 2279725.6097339536, 'geo_sep': '', 'northing': 103737.17653593887, 'lat_direction': 'N', 'lond': 123.27354028833334, 'longitude': '12316.4124173', 'latd': 44.5661769, 'geo_sep_units': '', 'ref_station_id': '0375*11\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
2{'timestamp': '195951.00', 'gps_qual': '2', 'latitude': '4433.9704783', 'age_gps_data': '6.04', 'lon_direction': 'W', 'antenna_altitude': '54.070', 'easting': 2279725.8546228693, 'geo_sep': '', 'northing': 103736.91666630283, 'lat_direction': 'N', 'lond': 123.273537095, 'longitude': '12316.4122257', 'latd': 44.56617463833334, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195952.00', 'gps_qual': '2', 'latitude': '4433.9691971', 'age_gps_data': '7.03', 'lon_direction': 'W', 'antenna_altitude': '57.640', 'easting': 2279727.6110333046, 'geo_sep': '', 'northing': 103734.4822137123, 'lat_direction': 'N', 'lond': 123.273513945, 'longitude': '12316.4108367', 'latd': 44.566153285, 'geo_sep_units': '', 'ref_station_id': '0375*17\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195949.00', 'gps_qual': '2', 'latitude': '4433.9705928', 'age_gps_data': '4.24', 'lon_direction': 'W', 'antenna_altitude': '51.874', 'easting': 2279725.781321498, 'geo_sep': '', 'northing': 103737.1313583199, 'lat_direction': 'N', 'lond': 123.27353811, 'longitude': '12316.4122866', 'latd': 44.56617654666667, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '06', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
2{'timestamp': '195952.00', 'gps_qual': '2', 'latitude': '4433.9704641', 'age_gps_data': '7.04', 'lon_direction': 'W', 'antenna_altitude': '53.912', 'easting': 2279725.7564690434, 'geo_sep': '', 'northing': 103736.89372387342, 'lat_direction': 'N', 'lond': 123.27353832, 'longitude': '12316.4122992', 'latd': 44.566174401666665, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195953.00', 'gps_qual': '2', 'latitude': '4433.9704837', 'age_gps_data': '8.04', 'lon_direction': 'W', 'antenna_altitude': '53.747', 'easting': 2279725.6717104544, 'geo_sep': '', 'northing': 103736.93295461126, 'lat_direction': 'N', 'lond': 123.27353940333333, 'longitude': '12316.4123642', 'latd': 44.56617472833334, 'geo_sep_units': '', 'ref_station_id': '0375*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195953.00', 'gps_qual': '2', 'latitude': '4433.9704837', 'age_gps_data': '8.04', 'lon_direction': 'W', 'antenna_altitude': '53.747', 'easting': 2279725.6717104544, 'geo_sep': '', 'northing': 103736.93295461126, 'lat_direction': 'N', 'lond': 123.27353940333333, 'longitude': '12316.4123642', 'latd': 44.56617472833334, 'geo_sep_units': '', 'ref_station_id': '0375*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195953.00', 'gps_qual': '2', 'latitude': '4433.9704837', 'age_gps_data': '8.04', 'lon_direction': 'W', 'antenna_altitude': '53.747', 'easting': 2279725.6717104544, 'geo_sep': '', 'northing': 103736.93295461126, 'lat_direction': 'N', 'lond': 123.27353940333333, 'longitude': '12316.4123642', 'latd': 44.56617472833334, 'geo_sep_units': '', 'ref_station_id': '0375*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195954.00', 'gps_qual': '2', 'latitude': '4433.9694233', 'age_gps_data': '9.03', 'lon_direction': 'W', 'antenna_altitude': '57.028', 'easting': 2279727.2903910186, 'geo_sep': '', 'northing': 103734.91238620412, 'lat_direction': 'N', 'lond': 123.273518165, 'longitude': '12316.4110899', 'latd': 44.566157055, 'geo_sep_units': '', 'ref_station_id': '0375*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195954.00', 'gps_qual': '2', 'latitude': '4433.9705219', 'age_gps_data': '9.04', 'lon_direction': 'W', 'antenna_altitude': '53.585', 'easting': 2279725.6181695806, 'geo_sep': '', 'northing': 103737.005580022, 'lat_direction': 'N', 'lond': 123.27354010833334, 'longitude': '12316.4124065', 'latd': 44.566175365, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195954.00', 'gps_qual': '2', 'latitude': '4433.9705219', 'age_gps_data': '9.04', 'lon_direction': 'W', 'antenna_altitude': '53.585', 'easting': 2279725.6181695806, 'geo_sep': '', 'northing': 103737.005580022, 'lat_direction': 'N', 'lond': 123.27354010833334, 'longitude': '12316.4124065', 'latd': 44.566175365, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195955.00', 'gps_qual': '1', 'latitude': '4433.9715773', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '53.554', 'easting': 2279724.3333987426, 'geo_sep': '', 'northing': 103739.00541596394, 'lat_direction': 'N', 'lond': 123.27355713666667, 'longitude': '12316.4134282', 'latd': 44.566192955, 'geo_sep_units': '', 'ref_station_id': '*03\r\n', 'num_sats': '12', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '195952.00', 'gps_qual': '2', 'latitude': '4433.9705141', 'age_gps_data': '7.24', 'lon_direction': 'W', 'antenna_altitude': '52.140', 'easting': 2279725.9439614755, 'geo_sep': '', 'northing': 103736.97993742954, 'lat_direction': 'N', 'lond': 123.27353599833333, 'longitude': '12316.4121599', 'latd': 44.566175235, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195955.00', 'gps_qual': '1', 'latitude': '4433.9713520', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.230', 'easting': 2279724.1319847014, 'geo_sep': '', 'northing': 103738.59484032728, 'lat_direction': 'N', 'lond': 123.27355949333334, 'longitude': '12316.4135696', 'latd': 44.5661892, 'geo_sep_units': '', 'ref_station_id': '*0A\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '195956.00', 'gps_qual': '1', 'latitude': '4433.9712862', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.446', 'easting': 2279724.1014714986, 'geo_sep': '', 'northing': 103738.47395735048, 'lat_direction': 'N', 'lond': 123.273559825, 'longitude': '12316.4135895', 'latd': 44.56618810333333, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '195956.00', 'gps_qual': '1', 'latitude': '4433.9712862', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.446', 'easting': 2279724.1014714986, 'geo_sep': '', 'northing': 103738.47395735048, 'lat_direction': 'N', 'lond': 123.273559825, 'longitude': '12316.4135895', 'latd': 44.56618810333333, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195956.00', 'gps_qual': '1', 'latitude': '4433.9712862', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.446', 'easting': 2279724.1014714986, 'geo_sep': '', 'northing': 103738.47395735048, 'lat_direction': 'N', 'lond': 123.273559825, 'longitude': '12316.4135895', 'latd': 44.56618810333333, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195954.00', 'gps_qual': '2', 'latitude': '4433.9705405', 'age_gps_data': '9.24', 'lon_direction': 'W', 'antenna_altitude': '52.046', 'easting': 2279725.8212639075, 'geo_sep': '', 'northing': 103737.0330718765, 'lat_direction': 'N', 'lond': 123.273537565, 'longitude': '12316.4122539', 'latd': 44.566175675, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195957.00', 'gps_qual': '1', 'latitude': '4433.9713218', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.461', 'easting': 2279724.1129964483, 'geo_sep': '', 'northing': 103738.53953024093, 'lat_direction': 'N', 'lond': 123.27355970833334, 'longitude': '12316.4135825', 'latd': 44.566188696666664, 'geo_sep_units': '', 'ref_station_id': '*00\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '195957.00', 'gps_qual': '1', 'latitude': '4433.9716723', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '53.757', 'easting': 2279724.137260886, 'geo_sep': '', 'northing': 103739.18819210585, 'lat_direction': 'N', 'lond': 123.27355968333333, 'longitude': '12316.4135810', 'latd': 44.566194538333335, 'geo_sep_units': '', 'ref_station_id': '*08\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '195958.00', 'gps_qual': '1', 'latitude': '4433.9702407', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.232', 'easting': 2279722.522790538, 'geo_sep': '', 'northing': 103736.59080785047, 'lat_direction': 'N', 'lond': 123.27357887333334, 'longitude': '12316.4147324', 'latd': 44.566170678333336, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '195958.00', 'gps_qual': '1', 'latitude': '4433.9716689', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '53.752', 'easting': 2279724.1582150846, 'geo_sep': '', 'northing': 103739.1811720822, 'lat_direction': 'N', 'lond': 123.27355941666667, 'longitude': '12316.4135650', 'latd': 44.56619448166666, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '195959.00', 'gps_qual': '1', 'latitude': '4433.9702491', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.106', 'easting': 2279722.5454210257, 'geo_sep': '', 'northing': 103736.60559628066, 'lat_direction': 'N', 'lond': 123.273578595, 'longitude': '12316.4147157', 'latd': 44.56617081833333, 'geo_sep_units': '', 'ref_station_id': '*07\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '195959.00', 'gps_qual': '1', 'latitude': '4433.9716376', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '53.836', 'easting': 2279724.161650378, 'geo_sep': '', 'northing': 103739.1230535321, 'lat_direction': 'N', 'lond': 123.27355934833334, 'longitude': '12316.4135609', 'latd': 44.56619396, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195955.00', 'gps_qual': '1', 'latitude': '4433.9711682', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '51.918', 'easting': 2279723.4941889895, 'geo_sep': '', 'northing': 103738.27615334932, 'lat_direction': 'N', 'lond': 123.27356738, 'longitude': '12316.4140428', 'latd': 44.566186136666666, 'geo_sep_units': '', 'ref_station_id': '*02\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '200000.00', 'gps_qual': '1', 'latitude': '4433.9716192', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '53.916', 'easting': 2279724.1644502077, 'geo_sep': '', 'northing': 103739.08886119537, 'lat_direction': 'N', 'lond': 123.27355929833334, 'longitude': '12316.4135579', 'latd': 44.566193653333336, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195956.00', 'gps_qual': '1', 'latitude': '4433.9711734', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '51.968', 'easting': 2279723.509338758, 'geo_sep': '', 'northing': 103738.28526892886, 'lat_direction': 'N', 'lond': 123.27356719333334, 'longitude': '12316.4140316', 'latd': 44.56618622333333, 'geo_sep_units': '', 'ref_station_id': '*00\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '200000.00', 'gps_qual': '1', 'latitude': '4433.9701190', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.721', 'easting': 2279722.3333866512, 'geo_sep': '', 'northing': 103736.3717961153, 'lat_direction': 'N', 'lond': 123.27358116166667, 'longitude': '12316.4148697', 'latd': 44.56616865, 'geo_sep_units': '', 'ref_station_id': '*0D\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '195957.00', 'gps_qual': '1', 'latitude': '4433.9712608', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.209', 'easting': 2279723.5543241315, 'geo_sep': '', 'northing': 103738.4456808269, 'lat_direction': 'N', 'lond': 123.27356669666666, 'longitude': '12316.4140018', 'latd': 44.56618768, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195957.00', 'gps_qual': '1', 'latitude': '4433.9712608', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.209', 'easting': 2279723.5543241315, 'geo_sep': '', 'northing': 103738.4456808269, 'lat_direction': 'N', 'lond': 123.27356669666666, 'longitude': '12316.4140018', 'latd': 44.56618768, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '200001.00', 'gps_qual': '2', 'latitude': '4433.9703718', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '51.760', 'easting': 2279725.862010853, 'geo_sep': '', 'northing': 103736.71906239633, 'lat_direction': 'N', 'lond': 123.27353691666667, 'longitude': '12316.4122150', 'latd': 44.566172863333335, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195958.00', 'gps_qual': '1', 'latitude': '4433.9712584', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.375', 'easting': 2279723.6025986904, 'geo_sep': '', 'northing': 103738.43957557343, 'lat_direction': 'N', 'lond': 123.27356608666666, 'longitude': '12316.4139652', 'latd': 44.56618764, 'geo_sep_units': '', 'ref_station_id': '*0A\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '200002.00', 'gps_qual': '2', 'latitude': '4433.9703724', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '51.774', 'easting': 2279725.8194437018, 'geo_sep': '', 'northing': 103736.72163612582, 'lat_direction': 'N', 'lond': 123.27353745333333, 'longitude': '12316.4122472', 'latd': 44.566172873333336, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '200002.00', 'gps_qual': '2', 'latitude': '4433.9703724', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '51.774', 'easting': 2279725.8194437018, 'geo_sep': '', 'northing': 103736.72163612582, 'lat_direction': 'N', 'lond': 123.27353745333333, 'longitude': '12316.4122472', 'latd': 44.566172873333336, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '200003.00', 'gps_qual': '2', 'latitude': '4433.9705235', 'age_gps_data': '0.56', 'lon_direction': 'W', 'antenna_altitude': '53.284', 'easting': 2279726.000660361, 'geo_sep': '', 'northing': 103736.99540890288, 'lat_direction': 'N', 'lond': 123.27353529166666, 'longitude': '12316.4121175', 'latd': 44.56617539166667, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195959.00', 'gps_qual': '1', 'latitude': '4433.9712841', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.459', 'easting': 2279723.6516009313, 'geo_sep': '', 'northing': 103738.48551612627, 'lat_direction': 'N', 'lond': 123.27356549, 'longitude': '12316.4139294', 'latd': 44.56618806833333, 'geo_sep_units': '', 'ref_station_id': '*08\r\n', 'num_sats': '14', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '200003.00', 'gps_qual': '2', 'latitude': '4433.9703721', 'age_gps_data': '0.56', 'lon_direction': 'W', 'antenna_altitude': '51.779', 'easting': 2279725.806854748, 'geo_sep': '', 'northing': 103736.72151255701, 'lat_direction': 'N', 'lond': 123.27353761166667, 'longitude': '12316.4122567', 'latd': 44.56617286833333, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '200000.00', 'gps_qual': '1', 'latitude': '4433.9712638', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.030', 'easting': 2279723.945371947, 'geo_sep': '', 'northing': 103738.43780997861, 'lat_direction': 'N', 'lond': 123.27356177333333, 'longitude': '12316.4137064', 'latd': 44.56618773, 'geo_sep_units': '', 'ref_station_id': '*0D\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '200000.00', 'gps_qual': '1', 'latitude': '4433.9712638', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '52.030', 'easting': 2279723.945371947, 'geo_sep': '', 'northing': 103738.43780997861, 'lat_direction': 'N', 'lond': 123.27356177333333, 'longitude': '12316.4137064', 'latd': 44.56618773, 'geo_sep_units': '', 'ref_station_id': '*0D\r\n', 'num_sats': '13', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
2{'timestamp': '200004.00', 'gps_qual': '2', 'latitude': '4433.9703455', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '51.774', 'easting': 2279725.821570925, 'geo_sep': '', 'northing': 103736.67171593569, 'lat_direction': 'N', 'lond': 123.273537405, 'longitude': '12316.4122443', 'latd': 44.566172425, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '200001.00', 'gps_qual': '2', 'latitude': '4433.9702418', 'age_gps_data': '0.65', 'lon_direction': 'W', 'antenna_altitude': '52.281', 'easting': 2279725.9502047226, 'geo_sep': '', 'northing': 103736.47513659764, 'lat_direction': 'N', 'lond': 123.27353570166666, 'longitude': '12316.4121421', 'latd': 44.56617069666667, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '200001.00', 'gps_qual': '2', 'latitude': '4433.9702418', 'age_gps_data': '0.65', 'lon_direction': 'W', 'antenna_altitude': '52.281', 'easting': 2279725.9502047226, 'geo_sep': '', 'northing': 103736.47513659764, 'lat_direction': 'N', 'lond': 123.27353570166666, 'longitude': '12316.4121421', 'latd': 44.56617069666667, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '200005.00', 'gps_qual': '2', 'latitude': '4433.9703613', 'age_gps_data': '1.71', 'lon_direction': 'W', 'antenna_altitude': '51.788', 'easting': 2279725.791349017, 'geo_sep': '', 'northing': 103736.70203209948, 'lat_direction': 'N', 'lond': 123.27353779833334, 'longitude': '12316.4122679', 'latd': 44.56617268833333, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '200006.00', 'gps_qual': '2', 'latitude': '4433.9705350', 'age_gps_data': '0.64', 'lon_direction': 'W', 'antenna_altitude': '53.282', 'easting': 2279726.018856879, 'geo_sep': '', 'northing': 103737.01609408762, 'lat_direction': 'N', 'lond': 123.27353507166667, 'longitude': '12316.4121043', 'latd': 44.56617558333333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '200002.00', 'gps_qual': '2', 'latitude': '4433.9702431', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '52.265', 'easting': 2279725.9576969724, 'geo_sep': '', 'northing': 103736.4772882592, 'lat_direction': 'N', 'lond': 123.27353560833333, 'longitude': '12316.4121365', 'latd': 44.56617071833333, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
