3{'timestamp': '195715.00', 'gps_qual': '1', 'latitude': '4433.9739502', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '56.920', 'easting': 2279711.710731252, 'geo_sep': '', 'northing': 103743.83604627289, 'lat_direction': 'N', 'lond': 123.273718035, 'longitude': '12316.4230821', 'latd': 44.56623250333333, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '10', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195728.00', 'gps_qual': '2', 'latitude': '4433.9727290', 'age_gps_data': '0.19', 'lon_direction': 'W', 'antenna_altitude': '53.060', 'easting': 2279712.8977622474, 'geo_sep': '', 'northing': 103741.53232828248, 'lat_direction': 'N', 'lond': 123.273702105, 'longitude': '12316.4221263', 'latd': 44.56621215, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195734.00', 'gps_qual': '2', 'latitude': '4433.9724051', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '56.009', 'easting': 2279713.8122387296, 'geo_sep': '', 'northing': 103740.90071632247, 'lat_direction': 'N', 'lond': 123.27369032666667, 'longitude': '12316.4214196', 'latd': 44.56620675166667, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.6', 'altitude_units': 'M'}
3{'timestamp': '195729.00', 'gps_qual': '2', 'latitude': '4433.9727123', 'age_gps_data': '0.66', 'lon_direction': 'W', 'antenna_altitude': '52.985', 'easting': 2279712.9091382087, 'geo_sep': '', 'northing': 103741.50099158101, 'lat_direction': 'N', 'lond': 123.27370194833334, 'longitude': '12316.4221169', 'latd': 44.56621187166667, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195729.00', 'gps_qual': '2', 'latitude': '4433.9727123', 'age_gps_data': '0.66', 'lon_direction': 'W', 'antenna_altitude': '52.985', 'easting': 2279712.9091382087, 'geo_sep': '', 'northing': 103741.50099158101, 'lat_direction': 'N', 'lond': 123.27370194833334, 'longitude': '12316.4221169', 'latd': 44.56621187166667, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195735.00', 'gps_qual': '2', 'latitude': '4433.9720680', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '53.771', 'easting': 2279713.652011879, 'geo_sep': '', 'northing': 103740.28155503608, 'lat_direction': 'N', 'lond': 123.273692075, 'longitude': '12316.4215245', 'latd': 44.56620113333334, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195735.00', 'gps_qual': '2', 'latitude': '4433.9720680', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '53.771', 'easting': 2279713.652011879, 'geo_sep': '', 'northing': 103740.28155503608, 'lat_direction': 'N', 'lond': 123.273692075, 'longitude': '12316.4215245', 'latd': 44.56620113333334, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195730.00', 'gps_qual': '2', 'latitude': '4433.9727105', 'age_gps_data': '0.66', 'lon_direction': 'W', 'antenna_altitude': '52.889', 'easting': 2279712.905583609, 'geo_sep': '', 'northing': 103741.49777816702, 'lat_direction': 'N', 'lond': 123.27370199166667, 'longitude': '12316.4221195', 'latd': 44.566211841666664, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195731.00', 'gps_qual': '2', 'latitude': '4433.9727054', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '52.796', 'easting': 2279712.8966589686, 'geo_sep': '', 'northing': 103741.48863411509, 'lat_direction': 'N', 'lond': 123.2737021, 'longitude': '12316.4221260', 'latd': 44.56621175666667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '05', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195731.00', 'gps_qual': '2', 'latitude': '4433.9727054', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '52.796', 'easting': 2279712.8966589686, 'geo_sep': '', 'northing': 103741.48863411509, 'lat_direction': 'N', 'lond': 123.2737021, 'longitude': '12316.4221260', 'latd': 44.56621175666667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '05', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '195731.00', 'gps_qual': '2', 'latitude': '4433.9727054', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '52.796', 'easting': 2279712.8966589686, 'geo_sep': '', 'northing': 103741.48863411509, 'lat_direction': 'N', 'lond': 123.2737021, 'longitude': '12316.4221260', 'latd': 44.56621175666667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '05', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195737.00', 'gps_qual': '2', 'latitude': '4433.9719939', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '53.980', 'easting': 2279713.8181194607, 'geo_sep': '', 'northing': 103740.13853877503, 'lat_direction': 'N', 'lond': 123.27368992333334, 'longitude': '12316.4213954', 'latd': 44.56619989833333, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195737.00', 'gps_qual': '2', 'latitude': '4433.9719939', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '53.980', 'easting': 2279713.8181194607, 'geo_sep': '', 'northing': 103740.13853877503, 'lat_direction': 'N', 'lond': 123.27368992333334, 'longitude': '12316.4213954', 'latd': 44.56619989833333, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195732.00', 'gps_qual': '2', 'latitude': '4433.9726585', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '52.597', 'easting': 2279712.92146363, 'geo_sep': '', 'northing': 103741.40087398328, 'lat_direction': 'N', 'lond': 123.27370175, 'longitude': '12316.4221050', 'latd': 44.566210975, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '04', 'horizontal_dil': '2.8', 'altitude_units': 'M'}
2{'timestamp': '195738.00', 'gps_qual': '2', 'latitude': '4433.9725795', 'age_gps_data': '0.25', 'lon_direction': 'W', 'antenna_altitude': '56.084', 'easting': 2279713.7008018806, 'geo_sep': '', 'northing': 103741.22771616373, 'lat_direction': 'N', 'lond': 123.27369187, 'longitude': '12316.4215122', 'latd': 44.566209658333335, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.6', 'altitude_units': 'M'}
1{'timestamp': '195733.00', 'gps_qual': '2', 'latitude': '4433.9726086', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '52.431', 'easting': 2279712.9634107817, 'geo_sep': '', 'northing': 103741.30696592852, 'lat_direction': 'N', 'lond': 123.27370118166667, 'longitude': '12316.4220709', 'latd': 44.566210143333336, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
3{'timestamp': '195733.00', 'gps_qual': '2', 'latitude': '4433.9726086', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '52.431', 'easting': 2279712.9634107817, 'geo_sep': '', 'northing': 103741.30696592852, 'lat_direction': 'N', 'lond': 123.27370118166667, 'longitude': '12316.4220709', 'latd': 44.566210143333336, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
2{'timestamp': '195734.00', 'gps_qual': '2', 'latitude': '4433.9725883', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '52.361', 'easting': 2279712.9786596443, 'geo_sep': '', 'northing': 103741.26882521436, 'lat_direction': 'N', 'lond': 123.27370097333333, 'longitude': '12316.4220584', 'latd': 44.566209805, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
1{'timestamp': '195734.00', 'gps_qual': '2', 'latitude': '4433.9725883', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '52.361', 'easting': 2279712.9786596443, 'geo_sep': '', 'northing': 103741.26882521436, 'lat_direction': 'N', 'lond': 123.27370097333333, 'longitude': '12316.4220584', 'latd': 44.566209805, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
3{'timestamp': '195734.00', 'gps_qual': '2', 'latitude': '4433.9725883', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '52.361', 'easting': 2279712.9786596443, 'geo_sep': '', 'northing': 103741.26882521436, 'lat_direction': 'N', 'lond': 123.27370097333333, 'longitude': '12316.4220584', 'latd': 44.566209805, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
2{'timestamp': '195740.00', 'gps_qual': '2', 'latitude': '4433.9726759', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '56.169', 'easting': 2279713.6398464553, 'geo_sep': '', 'northing': 103741.40844404232, 'lat_direction': 'N', 'lond': 123.273692715, 'longitude': '12316.4215629', 'latd': 44.566211265, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.6', 'altitude_units': 'M'}
3{'timestamp': '195740.00', 'gps_qual': '2', 'latitude': '4433.9719031', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '54.269', 'easting': 2279714.0248445226, 'geo_sep': '', 'northing': 103739.96318151243, 'lat_direction': 'N', 'lond': 123.27368724666667, 'longitude': '12316.4212348', 'latd': 44.566198385, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195735.00', 'gps_qual': '2', 'latitude': '4433.9725668', 'age_gps_data': '0.52', 'lon_direction': 'W', 'antenna_altitude': '52.310', 'easting': 2279712.9984632307, 'geo_sep': '', 'northing': 103741.2283044057, 'lat_direction': 'N', 'lond': 123.27370070666667, 'longitude': '12316.4220424', 'latd': 44.56620944666667, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
2{'timestamp': '195741.00', 'gps_qual': '2', 'latitude': '4433.9718747', 'age_gps_data': '0.58', 'lon_direction': 'W', 'antenna_altitude': '54.402', 'easting': 2279714.067496849, 'geo_sep': '', 'northing': 103739.90908989403, 'lat_direction': 'N', 'lond': 123.27368668666666, 'longitude': '12316.4212012', 'latd': 44.56619791166667, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195741.00', 'gps_qual': '2', 'latitude': '4433.9718747', 'age_gps_data': '0.58', 'lon_direction': 'W', 'antenna_altitude': '54.402', 'easting': 2279714.067496849, 'geo_sep': '', 'northing': 103739.90908989403, 'lat_direction': 'N', 'lond': 123.27368668666666, 'longitude': '12316.4212012', 'latd': 44.56619791166667, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195736.00', 'gps_qual': '2', 'latitude': '4433.9725552', 'age_gps_data': '0.62', 'lon_direction': 'W', 'antenna_altitude': '52.262', 'easting': 2279713.0048708147, 'geo_sep': '', 'northing': 103741.20658891555, 'lat_direction': 'N', 'lond': 123.27370061666667, 'longitude': '12316.4220370', 'latd': 44.566209253333334, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
3{'timestamp': '195737.00', 'gps_qual': '2', 'latitude': '4433.9725252', 'age_gps_data': '0.25', 'lon_direction': 'W', 'antenna_altitude': '52.201', 'easting': 2279713.0327345105, 'geo_sep': '', 'northing': 103741.15004032198, 'lat_direction': 'N', 'lond': 123.27370024166666, 'longitude': '12316.4220145', 'latd': 44.566208753333335, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
2{'timestamp': '195737.00', 'gps_qual': '2', 'latitude': '4433.9725252', 'age_gps_data': '0.25', 'lon_direction': 'W', 'antenna_altitude': '52.201', 'easting': 2279713.0327345105, 'geo_sep': '', 'northing': 103741.15004032198, 'lat_direction': 'N', 'lond': 123.27370024166666, 'longitude': '12316.4220145', 'latd': 44.566208753333335, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
1{'timestamp': '195737.00', 'gps_qual': '2', 'latitude': '4433.9725252', 'age_gps_data': '0.25', 'lon_direction': 'W', 'antenna_altitude': '52.201', 'easting': 2279713.0327345105, 'geo_sep': '', 'northing': 103741.15004032198, 'lat_direction': 'N', 'lond': 123.27370024166666, 'longitude': '12316.4220145', 'latd': 44.566208753333335, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
3{'timestamp': '195743.00', 'gps_qual': '2', 'latitude': '4433.9718572', 'age_gps_data': '0.20', 'lon_direction': 'W', 'antenna_altitude': '54.261', 'easting': 2279714.08040974, 'geo_sep': '', 'northing': 103739.87621796317, 'lat_direction': 'N', 'lond': 123.27368651, 'longitude': '12316.4211906', 'latd': 44.56619762, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195743.00', 'gps_qual': '2', 'latitude': '4433.9718572', 'age_gps_data': '0.20', 'lon_direction': 'W', 'antenna_altitude': '54.261', 'easting': 2279714.08040974, 'geo_sep': '', 'northing': 103739.87621796317, 'lat_direction': 'N', 'lond': 123.27368651, 'longitude': '12316.4211906', 'latd': 44.56619762, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195738.00', 'gps_qual': '2', 'latitude': '4433.9725109', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '52.147', 'easting': 2279713.0410874872, 'geo_sep': '', 'northing': 103741.1232547732, 'lat_direction': 'N', 'lond': 123.273700125, 'longitude': '12316.4220075', 'latd': 44.566208515, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.7', 'altitude_units': 'M'}
2{'timestamp': '195744.00', 'gps_qual': '2', 'latitude': '4433.9728845', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '56.361', 'easting': 2279713.4850674965, 'geo_sep': '', 'northing': 103741.80030691251, 'lat_direction': 'N', 'lond': 123.27369483166666, 'longitude': '12316.4216899', 'latd': 44.56621474166667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '06', 'horizontal_dil': '1.6', 'altitude_units': 'M'}
1{'timestamp': '195739.00', 'gps_qual': '2', 'latitude': '4433.9725378', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '52.193', 'easting': 2279713.034858619, 'geo_sep': '', 'northing': 103741.17331584357, 'lat_direction': 'N', 'lond': 123.273700225, 'longitude': '12316.4220135', 'latd': 44.56620896333333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195739.00', 'gps_qual': '2', 'latitude': '4433.9725378', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '52.193', 'easting': 2279713.034858619, 'geo_sep': '', 'northing': 103741.17331584357, 'lat_direction': 'N', 'lond': 123.273700225, 'longitude': '12316.4220135', 'latd': 44.56620896333333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195745.00', 'gps_qual': '2', 'latitude': '4433.9729180', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '56.475', 'easting': 2279713.4758180026, 'geo_sep': '', 'northing': 103741.86270187795, 'lat_direction': 'N', 'lond': 123.273694975, 'longitude': '12316.4216985', 'latd': 44.5662153, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195740.00', 'gps_qual': '2', 'latitude': '4433.9725536', 'age_gps_data': '0.64', 'lon_direction': 'W', 'antenna_altitude': '52.235', 'easting': 2279713.0292472816, 'geo_sep': '', 'northing': 103741.2027868107, 'lat_direction': 'N', 'lond': 123.27370030833333, 'longitude': '12316.4220185', 'latd': 44.566209226666665, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195740.00', 'gps_qual': '2', 'latitude': '4433.9725536', 'age_gps_data': '0.64', 'lon_direction': 'W', 'antenna_altitude': '52.235', 'easting': 2279713.0292472816, 'geo_sep': '', 'northing': 103741.2027868107, 'lat_direction': 'N', 'lond': 123.27370030833333, 'longitude': '12316.4220185', 'latd': 44.566209226666665, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195746.00', 'gps_qual': '2', 'latitude': '4433.9729614', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '56.565', 'easting': 2279713.453304819, 'geo_sep': '', 'northing': 103741.94389761891, 'lat_direction': 'N', 'lond': 123.27369529333333, 'longitude': '12316.4217176', 'latd': 44.56621602333333, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195741.00', 'gps_qual': '2', 'latitude': '4433.9725939', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '52.339', 'easting': 2279713.016195996, 'geo_sep': '', 'northing': 103741.27791311499, 'lat_direction': 'N', 'lond': 123.273700505, 'longitude': '12316.4220303', 'latd': 44.566209898333334, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195741.00', 'gps_qual': '2', 'latitude': '4433.9725939', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '52.339', 'easting': 2279713.016195996, 'geo_sep': '', 'northing': 103741.27791311499, 'lat_direction': 'N', 'lond': 123.273700505, 'longitude': '12316.4220303', 'latd': 44.566209898333334, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195747.00', 'gps_qual': '2', 'latitude': '4433.9718055', 'age_gps_data': '0.75', 'lon_direction': 'W', 'antenna_altitude': '54.308', 'easting': 2279714.1484407666, 'geo_sep': '', 'northing': 103739.77807856537, 'lat_direction': 'N', 'lond': 123.27368561166666, 'longitude': '12316.4211367', 'latd': 44.566196758333334, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195747.00', 'gps_qual': '2', 'latitude': '4433.9718055', 'age_gps_data': '0.75', 'lon_direction': 'W', 'antenna_altitude': '54.308', 'easting': 2279714.1484407666, 'geo_sep': '', 'northing': 103739.77807856537, 'lat_direction': 'N', 'lond': 123.27368561166666, 'longitude': '12316.4211367', 'latd': 44.566196758333334, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195742.00', 'gps_qual': '2', 'latitude': '4433.9726724', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '52.482', 'easting': 2279712.9656140674, 'geo_sep': '', 'northing': 103741.42511506472, 'lat_direction': 'N', 'lond': 123.273701205, 'longitude': '12316.4220723', 'latd': 44.566211206666665, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195748.00', 'gps_qual': '2', 'latitude': '4433.9718041', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '54.248', 'easting': 2279714.1688605184, 'geo_sep': '', 'northing': 103739.77478297148, 'lat_direction': 'N', 'lond': 123.27368535333333, 'longitude': '12316.4211212', 'latd': 44.566196735, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '195743.00', 'gps_qual': '2', 'latitude': '4433.9727410', 'age_gps_data': '0.31', 'lon_direction': 'W', 'antenna_altitude': '52.603', 'easting': 2279712.9146674396, 'geo_sep': '', 'northing': 103741.55398431048, 'lat_direction': 'N', 'lond': 123.27370190166667, 'longitude': '12316.4221141', 'latd': 44.56621235, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195743.00', 'gps_qual': '2', 'latitude': '4433.9727410', 'age_gps_data': '0.31', 'lon_direction': 'W', 'antenna_altitude': '52.603', 'easting': 2279712.9146674396, 'geo_sep': '', 'northing': 103741.55398431048, 'lat_direction': 'N', 'lond': 123.27370190166667, 'longitude': '12316.4221141', 'latd': 44.56621235, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195749.00', 'gps_qual': '2', 'latitude': '4433.9732838', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '57.012', 'easting': 2279713.248600166, 'geo_sep': '', 'northing': 103742.54835268669, 'lat_direction': 'N', 'lond': 123.27369813, 'longitude': '12316.4218878', 'latd': 44.56622139666667, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195744.00', 'gps_qual': '2', 'latitude': '4433.9728031', 'age_gps_data': '0.41', 'lon_direction': 'W', 'antenna_altitude': '52.739', 'easting': 2279712.882757841, 'geo_sep': '', 'northing': 103741.67015487514, 'lat_direction': 'N', 'lond': 123.27370235333333, 'longitude': '12316.4221412', 'latd': 44.566213385, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195744.00', 'gps_qual': '2', 'latitude': '4433.9728031', 'age_gps_data': '0.41', 'lon_direction': 'W', 'antenna_altitude': '52.739', 'easting': 2279712.882757841, 'geo_sep': '', 'northing': 103741.67015487514, 'lat_direction': 'N', 'lond': 123.27370235333333, 'longitude': '12316.4221412', 'latd': 44.566213385, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195750.00', 'gps_qual': '2', 'latitude': '4433.9734440', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '57.243', 'easting': 2279713.1484336304, 'geo_sep': '', 'northing': 103742.84865209926, 'lat_direction': 'N', 'lond': 123.27369952, 'longitude': '12316.4219712', 'latd': 44.56622406666666, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195750.00', 'gps_qual': '2', 'latitude': '4433.9718192', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '54.093', 'easting': 2279714.1776269567, 'geo_sep': '', 'northing': 103739.80246299412, 'lat_direction': 'N', 'lond': 123.273685255, 'longitude': '12316.4211153', 'latd': 44.56619698666667, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195745.00', 'gps_qual': '2', 'latitude': '4433.9728964', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '52.898', 'easting': 2279712.8300735056, 'geo_sep': '', 'northing': 103741.84485422447, 'lat_direction': 'N', 'lond': 123.27370309166666, 'longitude': '12316.4221855', 'latd': 44.56621494, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '195751.00', 'gps_qual': '2', 'latitude': '4433.9718302', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '54.020', 'easting': 2279714.179913984, 'geo_sep': '', 'northing': 103739.82276803255, 'lat_direction': 'N', 'lond': 123.273685235, 'longitude': '12316.4211141', 'latd': 44.56619717, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '08', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195746.00', 'gps_qual': '2', 'latitude': '4433.9729765', 'age_gps_data': '0.23', 'lon_direction': 'W', 'antenna_altitude': '53.098', 'easting': 2279712.7907077093, 'geo_sep': '', 'northing': 103741.99463583808, 'lat_direction': 'N', 'lond': 123.27370365166666, 'longitude': '12316.4222191', 'latd': 44.566216275, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195746.00', 'gps_qual': '2', 'latitude': '4433.9729765', 'age_gps_data': '0.23', 'lon_direction': 'W', 'antenna_altitude': '53.098', 'easting': 2279712.7907077093, 'geo_sep': '', 'northing': 103741.99463583808, 'lat_direction': 'N', 'lond': 123.27370365166666, 'longitude': '12316.4222191', 'latd': 44.566216275, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195752.00', 'gps_qual': '2', 'latitude': '4433.9736317', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '57.603', 'easting': 2279713.0475012725, 'geo_sep': '', 'northing': 103743.19993678574, 'lat_direction': 'N', 'lond': 123.27370094166666, 'longitude': '12316.4220565', 'latd': 44.566227195, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '07', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
