2{'timestamp': '185853.00', 'gps_qual': '4', 'latitude': '4433.8951761', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.376', 'easting': 2279951.2649238054, 'geo_sep': '', 'northing': 103589.64047422726, 'lat_direction': 'N', 'lond': 123.27063754333334, 'longitude': '12316.2382526', 'latd': 44.564919601666666, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '185945.00', 'gps_qual': '4', 'latitude': '4433.8950854', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.375', 'easting': 2279951.7304797815, 'geo_sep': '', 'northing': 103589.45643050969, 'lat_direction': 'N', 'lond': 123.27063160666667, 'longitude': '12316.2378964', 'latd': 44.56491809, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185945.00', 'gps_qual': '4', 'latitude': '4433.8951772', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.368', 'easting': 2279951.2660521935, 'geo_sep': '', 'northing': 103589.64247387275, 'lat_direction': 'N', 'lond': 123.27063753, 'longitude': '12316.2382518', 'latd': 44.56491962, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185942.00', 'gps_qual': '4', 'latitude': '4433.8949962', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.343', 'easting': 2279952.1856779424, 'geo_sep': '', 'northing': 103589.27552175056, 'lat_direction': 'N', 'lond': 123.27062580166667, 'longitude': '12316.2375481', 'latd': 44.56491660333333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185946.00', 'gps_qual': '4', 'latitude': '4433.8950831', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '47.366', 'easting': 2279951.729936782, 'geo_sep': '', 'northing': 103589.45218712091, 'lat_direction': 'N', 'lond': 123.27063161166667, 'longitude': '12316.2378967', 'latd': 44.564918051666666, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185946.00', 'gps_qual': '4', 'latitude': '4433.8951763', 'age_gps_data': '0.56', 'lon_direction': 'W', 'antenna_altitude': '47.360', 'easting': 2279951.2652011397, 'geo_sep': '', 'northing': 103589.64083532337, 'lat_direction': 'N', 'lond': 123.27063754, 'longitude': '12316.2382524', 'latd': 44.564919605, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185943.00', 'gps_qual': '4', 'latitude': '4433.8949975', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '47.342', 'easting': 2279952.1880098893, 'geo_sep': '', 'northing': 103589.27785071544, 'lat_direction': 'N', 'lond': 123.27062577333334, 'longitude': '12316.2375464', 'latd': 44.564916625, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185947.00', 'gps_qual': '4', 'latitude': '4433.8950851', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.373', 'easting': 2279951.7284759707, 'geo_sep': '', 'northing': 103589.45594334044, 'lat_direction': 'N', 'lond': 123.27063163166666, 'longitude': '12316.2378979', 'latd': 44.564918085, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185947.00', 'gps_qual': '4', 'latitude': '4433.8951798', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.364', 'easting': 2279951.26290935, 'geo_sep': '', 'northing': 103589.6473996276, 'lat_direction': 'N', 'lond': 123.27063757166667, 'longitude': '12316.2382543', 'latd': 44.564919663333335, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185944.00', 'gps_qual': '4', 'latitude': '4433.8949969', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.347', 'easting': 2279952.188898014, 'geo_sep': '', 'northing': 103589.27670841571, 'lat_direction': 'N', 'lond': 123.27062576166666, 'longitude': '12316.2375457', 'latd': 44.564916615, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185948.00', 'gps_qual': '4', 'latitude': '4433.8950850', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.368', 'easting': 2279951.727808031, 'geo_sep': '', 'northing': 103589.4557809513, 'lat_direction': 'N', 'lond': 123.27063164, 'longitude': '12316.2378984', 'latd': 44.56491808333333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185948.00', 'gps_qual': '4', 'latitude': '4433.8951812', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '47.363', 'easting': 2279951.264453743, 'geo_sep': '', 'northing': 103589.64994091447, 'lat_direction': 'N', 'lond': 123.27063755333333, 'longitude': '12316.2382532', 'latd': 44.56491968666667, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185945.00', 'gps_qual': '4', 'latitude': '4433.8949976', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.354', 'easting': 2279952.188413192, 'geo_sep': '', 'northing': 103589.27802218217, 'lat_direction': 'N', 'lond': 123.27062576833333, 'longitude': '12316.2375461', 'latd': 44.564916626666665, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185949.00', 'gps_qual': '4', 'latitude': '4433.8950832', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.360', 'easting': 2279951.7298108144, 'geo_sep': '', 'northing': 103589.45237674844, 'lat_direction': 'N', 'lond': 123.27063161333334, 'longitude': '12316.2378968', 'latd': 44.564918053333336, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185949.00', 'gps_qual': '4', 'latitude': '4433.8951805', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.351', 'easting': 2279951.2661294215, 'geo_sep': '', 'northing': 103589.64858628903, 'lat_direction': 'N', 'lond': 123.27063753166667, 'longitude': '12316.2382519', 'latd': 44.564919675, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185946.00', 'gps_qual': '4', 'latitude': '4433.8949982', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.346', 'easting': 2279952.189112879, 'geo_sep': '', 'northing': 103589.27911001071, 'lat_direction': 'N', 'lond': 123.27062576, 'longitude': '12316.2375456', 'latd': 44.564916636666666, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185950.00', 'gps_qual': '4', 'latitude': '4433.8950833', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.353', 'easting': 2279951.7247890965, 'geo_sep': '', 'northing': 103589.45273433533, 'lat_direction': 'N', 'lond': 123.27063167666667, 'longitude': '12316.2379006', 'latd': 44.564918055, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185950.00', 'gps_qual': '4', 'latitude': '4433.8951793', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '47.351', 'easting': 2279951.258511121, 'geo_sep': '', 'northing': 103589.64662399329, 'lat_direction': 'N', 'lond': 123.27063762666667, 'longitude': '12316.2382576', 'latd': 44.564919655, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185947.00', 'gps_qual': '4', 'latitude': '4433.8949960', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.343', 'easting': 2279952.185929877, 'geo_sep': '', 'northing': 103589.27514249738, 'lat_direction': 'N', 'lond': 123.27062579833333, 'longitude': '12316.2375479', 'latd': 44.5649166, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185951.00', 'gps_qual': '4', 'latitude': '4433.8950825', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.357', 'easting': 2279951.726590743, 'geo_sep': '', 'northing': 103589.45119008515, 'lat_direction': 'N', 'lond': 123.27063165333334, 'longitude': '12316.2378992', 'latd': 44.564918041666665, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185951.00', 'gps_qual': '4', 'latitude': '4433.8951800', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.345', 'easting': 2279951.2588202045, 'geo_sep': '', 'northing': 103589.64791052695, 'lat_direction': 'N', 'lond': 123.27063762333333, 'longitude': '12316.2382574', 'latd': 44.56491966666667, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185948.00', 'gps_qual': '4', 'latitude': '4433.8949979', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.345', 'easting': 2279952.186447477, 'geo_sep': '', 'northing': 103589.2786455378, 'lat_direction': 'N', 'lond': 123.27062579333334, 'longitude': '12316.2375476', 'latd': 44.56491663166667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185952.00', 'gps_qual': '4', 'latitude': '4433.8950830', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.363', 'easting': 2279951.728077987, 'geo_sep': '', 'northing': 103589.45206558704, 'lat_direction': 'N', 'lond': 123.270631635, 'longitude': '12316.2378981', 'latd': 44.56491805, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185952.00', 'gps_qual': '4', 'latitude': '4433.8951814', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.352', 'easting': 2279951.2631432647, 'geo_sep': '', 'northing': 103589.65035648365, 'lat_direction': 'N', 'lond': 123.27063757, 'longitude': '12316.2382542', 'latd': 44.564919689999996, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185949.00', 'gps_qual': '4', 'latitude': '4433.8949952', 'age_gps_data': '0.41', 'lon_direction': 'W', 'antenna_altitude': '47.333', 'easting': 2279952.183761998, 'geo_sep': '', 'northing': 103589.27373443265, 'lat_direction': 'N', 'lond': 123.270625825, 'longitude': '12316.2375495', 'latd': 44.56491658666667, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185953.00', 'gps_qual': '4', 'latitude': '4433.8950829', 'age_gps_data': '0.58', 'lon_direction': 'W', 'antenna_altitude': '47.358', 'easting': 2279951.7293948126, 'geo_sep': '', 'northing': 103589.45183510426, 'lat_direction': 'N', 'lond': 123.27063161833334, 'longitude': '12316.2378971', 'latd': 44.56491804833333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185953.00', 'gps_qual': '4', 'latitude': '4433.8951811', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.351', 'easting': 2279951.263785805, 'geo_sep': '', 'northing': 103589.64977852535, 'lat_direction': 'N', 'lond': 123.27063756166666, 'longitude': '12316.2382537', 'latd': 44.564919685, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185950.00', 'gps_qual': '4', 'latitude': '4433.8949968', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.339', 'easting': 2279952.1835989584, 'geo_sep': '', 'northing': 103589.27670490555, 'lat_direction': 'N', 'lond': 123.27062582833334, 'longitude': '12316.2375497', 'latd': 44.56491661333333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185954.00', 'gps_qual': '4', 'latitude': '4433.8950821', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.358', 'easting': 2279951.725903758, 'geo_sep': '', 'northing': 103589.45047243126, 'lat_direction': 'N', 'lond': 123.27063166166667, 'longitude': '12316.2378997', 'latd': 44.564918035, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185954.00', 'gps_qual': '4', 'latitude': '4433.8951785', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.353', 'easting': 2279951.2604450863, 'geo_sep': '', 'northing': 103589.64507520199, 'lat_direction': 'N', 'lond': 123.27063760166666, 'longitude': '12316.2382561', 'latd': 44.56491964166667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185951.00', 'gps_qual': '4', 'latitude': '4433.8949926', 'age_gps_data': '0.31', 'lon_direction': 'W', 'antenna_altitude': '47.318', 'easting': 2279952.1825383604, 'geo_sep': '', 'northing': 103589.26895847823, 'lat_direction': 'N', 'lond': 123.27062583833333, 'longitude': '12316.2375503', 'latd': 44.56491654333333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '185955.00', 'gps_qual': '4', 'latitude': '4433.8950826', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.353', 'easting': 2279951.7262001405, 'geo_sep': '', 'northing': 103589.45138879027, 'lat_direction': 'N', 'lond': 123.27063165833333, 'longitude': '12316.2378995', 'latd': 44.564918043333336, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185955.00', 'gps_qual': '4', 'latitude': '4433.8951791', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.344', 'easting': 2279951.261144773, 'geo_sep': '', 'northing': 103589.64616303053, 'lat_direction': 'N', 'lond': 123.27063759333333, 'longitude': '12316.2382556', 'latd': 44.56491965166666, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185952.00', 'gps_qual': '4', 'latitude': '4433.8949858', 'age_gps_data': '0.62', 'lon_direction': 'W', 'antenna_altitude': '47.314', 'easting': 2279952.1780047263, 'geo_sep': '', 'northing': 103589.25651326682, 'lat_direction': 'N', 'lond': 123.27062589, 'longitude': '12316.2375534', 'latd': 44.56491643, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '08', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '185956.00', 'gps_qual': '4', 'latitude': '4433.8951792', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '47.342', 'easting': 2279951.2587694055, 'geo_sep': '', 'northing': 103589.64642982744, 'lat_direction': 'N', 'lond': 123.27063762333333, 'longitude': '12316.2382574', 'latd': 44.564919653333334, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185956.00', 'gps_qual': '4', 'latitude': '4433.8951792', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '47.342', 'easting': 2279951.2587694055, 'geo_sep': '', 'northing': 103589.64642982744, 'lat_direction': 'N', 'lond': 123.27063762333333, 'longitude': '12316.2382574', 'latd': 44.564919653333334, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185953.00', 'gps_qual': '4', 'latitude': '4433.8949886', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '47.316', 'easting': 2279952.1829459546, 'geo_sep': '', 'northing': 103589.26153229177, 'lat_direction': 'N', 'lond': 123.27062583, 'longitude': '12316.2375498', 'latd': 44.56491647666667, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '185957.00', 'gps_qual': '4', 'latitude': '4433.8951794', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.348', 'easting': 2279951.259840647, 'geo_sep': '', 'northing': 103589.64676368609, 'lat_direction': 'N', 'lond': 123.27063761, 'longitude': '12316.2382566', 'latd': 44.56491965666667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185957.00', 'gps_qual': '4', 'latitude': '4433.8951794', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.348', 'easting': 2279951.259840647, 'geo_sep': '', 'northing': 103589.64676368609, 'lat_direction': 'N', 'lond': 123.27063761, 'longitude': '12316.2382566', 'latd': 44.56491965666667, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185954.00', 'gps_qual': '4', 'latitude': '4433.8949861', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '47.312', 'easting': 2279952.179479269, 'geo_sep': '', 'northing': 103589.257018595, 'lat_direction': 'N', 'lond': 123.27062587166667, 'longitude': '12316.2375523', 'latd': 44.564916435, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '185958.00', 'gps_qual': '4', 'latitude': '4433.8951779', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '47.350', 'easting': 2279951.2613332095, 'geo_sep': '', 'northing': 103589.64393290319, 'lat_direction': 'N', 'lond': 123.27063759, 'longitude': '12316.2382554', 'latd': 44.56491963166667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '185958.00', 'gps_qual': '4', 'latitude': '4433.8951779', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '47.350', 'easting': 2279951.2613332095, 'geo_sep': '', 'northing': 103589.64393290319, 'lat_direction': 'N', 'lond': 123.27063759, 'longitude': '12316.2382554', 'latd': 44.56491963166667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185955.00', 'gps_qual': '4', 'latitude': '4433.8949900', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.318', 'easting': 2279952.1838287576, 'geo_sep': '', 'northing': 103589.2640962759, 'lat_direction': 'N', 'lond': 123.27062582, 'longitude': '12316.2375492', 'latd': 44.5649165, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '185959.00', 'gps_qual': '4', 'latitude': '4433.8950826', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.357', 'easting': 2279951.721701342, 'geo_sep': '', 'northing': 103589.45154313184, 'lat_direction': 'N', 'lond': 123.270631715, 'longitude': '12316.2379029', 'latd': 44.564918043333336, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185959.00', 'gps_qual': '4', 'latitude': '4433.8951781', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.347', 'easting': 2279951.2600227324, 'geo_sep': '', 'northing': 103589.64434847329, 'lat_direction': 'N', 'lond': 123.27063760666667, 'longitude': '12316.2382564', 'latd': 44.564919635, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185956.00', 'gps_qual': '4', 'latitude': '4433.8949915', 'age_gps_data': '0.43', 'lon_direction': 'W', 'antenna_altitude': '47.321', 'easting': 2279952.184982547, 'geo_sep': '', 'northing': 103589.2668362679, 'lat_direction': 'N', 'lond': 123.27062580666667, 'longitude': '12316.2375484', 'latd': 44.564916525, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '08', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '190000.00', 'gps_qual': '4', 'latitude': '4433.8950807', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.356', 'easting': 2279951.7211837433, 'geo_sep': '', 'northing': 103589.44804009236, 'lat_direction': 'N', 'lond': 123.27063172, 'longitude': '12316.2379032', 'latd': 44.56491801166667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '190000.00', 'gps_qual': '4', 'latitude': '4433.8951772', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '47.354', 'easting': 2279951.2608918087, 'geo_sep': '', 'northing': 103589.64265091158, 'lat_direction': 'N', 'lond': 123.270637595, 'longitude': '12316.2382557', 'latd': 44.56491962, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185957.00', 'gps_qual': '4', 'latitude': '4433.8949933', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.332', 'easting': 2279952.1839059847, 'geo_sep': '', 'northing': 103589.2702086959, 'lat_direction': 'N', 'lond': 123.27062582166667, 'longitude': '12316.2375493', 'latd': 44.564916555, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '190001.00', 'gps_qual': '4', 'latitude': '4433.8951775', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.361', 'easting': 2279951.2643511156, 'geo_sep': '', 'northing': 103589.64308814704, 'lat_direction': 'N', 'lond': 123.27063755166667, 'longitude': '12316.2382531', 'latd': 44.564919625, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '190001.00', 'gps_qual': '4', 'latitude': '4433.8951775', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.361', 'easting': 2279951.2643511156, 'geo_sep': '', 'northing': 103589.64308814704, 'lat_direction': 'N', 'lond': 123.27063755166667, 'longitude': '12316.2382531', 'latd': 44.564919625, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185958.00', 'gps_qual': '4', 'latitude': '4433.8949912', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.330', 'easting': 2279952.1833756873, 'geo_sep': '', 'northing': 103589.26633548085, 'lat_direction': 'N', 'lond': 123.27062582666667, 'longitude': '12316.2375496', 'latd': 44.56491652, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '190002.00', 'gps_qual': '4', 'latitude': '4433.8950813', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.356', 'easting': 2279951.7224126994, 'geo_sep': '', 'northing': 103589.44910976104, 'lat_direction': 'N', 'lond': 123.270631705, 'longitude': '12316.2379023', 'latd': 44.564918021666664, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '190002.00', 'gps_qual': '4', 'latitude': '4433.8951772', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.361', 'easting': 2279951.2619503485, 'geo_sep': '', 'northing': 103589.64261459652, 'lat_direction': 'N', 'lond': 123.27063758166666, 'longitude': '12316.2382549', 'latd': 44.56491962, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185959.00', 'gps_qual': '4', 'latitude': '4433.8949923', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.330', 'easting': 2279952.1813284536, 'geo_sep': '', 'northing': 103589.26844407152, 'lat_direction': 'N', 'lond': 123.27062585333333, 'longitude': '12316.2375512', 'latd': 44.564916538333335, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '190003.00', 'gps_qual': '4', 'latitude': '4433.8951777', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.363', 'easting': 2279951.2622467345, 'geo_sep': '', 'northing': 103589.64353095274, 'lat_direction': 'N', 'lond': 123.27063757833334, 'longitude': '12316.2382547', 'latd': 44.564919628333335, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '190003.00', 'gps_qual': '4', 'latitude': '4433.8951777', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.363', 'easting': 2279951.2622467345, 'geo_sep': '', 'northing': 103589.64353095274, 'lat_direction': 'N', 'lond': 123.27063757833334, 'longitude': '12316.2382547', 'latd': 44.564919628333335, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
