1{'timestamp': '190821.00', 'gps_qual': '4', 'latitude': '4433.9142716', 'age_gps_data': '0.39', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.637548698, 'geo_sep': '', 'northing': 103627.58612896968, 'lat_direction': 'N', 'lond': 123.271592825, 'longitude': '12316.2955695', 'latd': 44.56523786, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190831.00', 'gps_qual': '4', 'latitude': '4433.9141852', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279877.103769993, 'geo_sep': '', 'northing': 103627.41002496239, 'lat_direction': 'N', 'lond': 123.27158688333333, 'longitude': '12316.2952130', 'latd': 44.56523642, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190840.00', 'gps_qual': '4', 'latitude': '4433.9142731', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.388', 'easting': 2279876.6387025146, 'geo_sep': '', 'northing': 103627.5888689505, 'lat_direction': 'N', 'lond': 123.27159281166666, 'longitude': '12316.2955687', 'latd': 44.565237885, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190842.00', 'gps_qual': '4', 'latitude': '4433.9143639', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.389', 'easting': 2279876.1742162234, 'geo_sep': '', 'northing': 103627.77306687646, 'lat_direction': 'N', 'lond': 123.271598735, 'longitude': '12316.2959241', 'latd': 44.56523939833333, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190832.00', 'gps_qual': '4', 'latitude': '4433.9141879', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '47.373', 'easting': 2279877.1057939315, 'geo_sep': '', 'northing': 103627.41495874338, 'lat_direction': 'N', 'lond': 123.27158686, 'longitude': '12316.2952116', 'latd': 44.565236465, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190841.00', 'gps_qual': '4', 'latitude': '4433.9142721', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.389', 'easting': 2279876.6402267953, 'geo_sep': '', 'northing': 103627.58696358651, 'lat_direction': 'N', 'lond': 123.27159279166666, 'longitude': '12316.2955675', 'latd': 44.565237868333334, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190843.00', 'gps_qual': '4', 'latitude': '4433.9143645', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '47.392', 'easting': 2279876.173460434, 'geo_sep': '', 'northing': 103627.77420464624, 'lat_direction': 'N', 'lond': 123.271598745, 'longitude': '12316.2959247', 'latd': 44.56523940833333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190833.00', 'gps_qual': '4', 'latitude': '4433.9141877', 'age_gps_data': '0.62', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279877.105119643, 'geo_sep': '', 'northing': 103627.41461127345, 'lat_direction': 'N', 'lond': 123.27158686833333, 'longitude': '12316.2952121', 'latd': 44.565236461666665, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190842.00', 'gps_qual': '4', 'latitude': '4433.9142707', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.394', 'easting': 2279876.637888482, 'geo_sep': '', 'northing': 103627.58444956224, 'lat_direction': 'N', 'lond': 123.27159282, 'longitude': '12316.2955692', 'latd': 44.565237845, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190844.00', 'gps_qual': '4', 'latitude': '4433.9143637', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.173144986, 'geo_sep': '', 'northing': 103627.77273302991, 'lat_direction': 'N', 'lond': 123.27159874833333, 'longitude': '12316.2959249', 'latd': 44.565239395, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190834.00', 'gps_qual': '4', 'latitude': '4433.9141876', 'age_gps_data': '0.33', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279877.1055102404, 'geo_sep': '', 'northing': 103627.4144125646, 'lat_direction': 'N', 'lond': 123.27158686333334, 'longitude': '12316.2952118', 'latd': 44.56523646, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190843.00', 'gps_qual': '4', 'latitude': '4433.9142744', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '47.383', 'easting': 2279876.640108259, 'geo_sep': '', 'northing': 103627.5912296744, 'lat_direction': 'N', 'lond': 123.271592795, 'longitude': '12316.2955677', 'latd': 44.56523790666667, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190845.00', 'gps_qual': '4', 'latitude': '4433.9143642', 'age_gps_data': '0.54', 'lon_direction': 'W', 'antenna_altitude': '47.383', 'easting': 2279876.1726474776, 'geo_sep': '', 'northing': 103627.77367663011, 'lat_direction': 'N', 'lond': 123.271598755, 'longitude': '12316.2959253', 'latd': 44.56523940333334, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190835.00', 'gps_qual': '4', 'latitude': '4433.9141856', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.369', 'easting': 2279877.104324666, 'geo_sep': '', 'northing': 103627.4107471481, 'lat_direction': 'N', 'lond': 123.27158687666666, 'longitude': '12316.2952126', 'latd': 44.565236426666665, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190844.00', 'gps_qual': '4', 'latitude': '4433.9142719', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279876.6403464098, 'geo_sep': '', 'northing': 103627.58658887073, 'lat_direction': 'N', 'lond': 123.27159279, 'longitude': '12316.2955674', 'latd': 44.565237865, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190846.00', 'gps_qual': '4', 'latitude': '4433.9143620', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.1727723656, 'geo_sep': '', 'northing': 103627.76959562954, 'lat_direction': 'N', 'lond': 123.27159875166667, 'longitude': '12316.2959251', 'latd': 44.56523936666667, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190845.00', 'gps_qual': '4', 'latitude': '4433.9142710', 'age_gps_data': '0.68', 'lon_direction': 'W', 'antenna_altitude': '47.387', 'easting': 2279876.639363022, 'geo_sep': '', 'northing': 103627.58495487459, 'lat_direction': 'N', 'lond': 123.27159280166667, 'longitude': '12316.2955681', 'latd': 44.56523785, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190845.00', 'gps_qual': '4', 'latitude': '4433.9142710', 'age_gps_data': '0.68', 'lon_direction': 'W', 'antenna_altitude': '47.387', 'easting': 2279876.639363022, 'geo_sep': '', 'northing': 103627.58495487459, 'lat_direction': 'N', 'lond': 123.27159280166667, 'longitude': '12316.2955681', 'latd': 44.56523785, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190847.00', 'gps_qual': '4', 'latitude': '4433.9143633', 'age_gps_data': '0.52', 'lon_direction': 'W', 'antenna_altitude': '47.387', 'easting': 2279876.1728549423, 'geo_sep': '', 'northing': 103627.77200176287, 'lat_direction': 'N', 'lond': 123.27159875166667, 'longitude': '12316.2959251', 'latd': 44.56523938833333, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190846.00', 'gps_qual': '4', 'latitude': '4433.9142726', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.379', 'easting': 2279876.6399939223, 'geo_sep': '', 'northing': 103627.58789810445, 'lat_direction': 'N', 'lond': 123.271592795, 'longitude': '12316.2955677', 'latd': 44.565237876666664, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190846.00', 'gps_qual': '4', 'latitude': '4433.9142726', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.379', 'easting': 2279876.6399939223, 'geo_sep': '', 'northing': 103627.58789810445, 'lat_direction': 'N', 'lond': 123.271592795, 'longitude': '12316.2955677', 'latd': 44.565237876666664, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190848.00', 'gps_qual': '4', 'latitude': '4433.9143634', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.388', 'easting': 2279876.1752429977, 'geo_sep': '', 'northing': 103627.77210511081, 'lat_direction': 'N', 'lond': 123.27159872166666, 'longitude': '12316.2959233', 'latd': 44.56523939, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190838.00', 'gps_qual': '4', 'latitude': '4433.9141847', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.373', 'easting': 2279877.1047967663, 'geo_sep': '', 'northing': 103627.4090631986, 'lat_direction': 'N', 'lond': 123.27158687, 'longitude': '12316.2952122', 'latd': 44.56523641166667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190847.00', 'gps_qual': '4', 'latitude': '4433.9142704', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.386', 'easting': 2279876.6389279603, 'geo_sep': '', 'northing': 103627.5838579731, 'lat_direction': 'N', 'lond': 123.27159280666666, 'longitude': '12316.2955684', 'latd': 44.56523784, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190849.00', 'gps_qual': '4', 'latitude': '4433.9143652', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279876.1746957507, 'geo_sep': '', 'northing': 103627.77545938641, 'lat_direction': 'N', 'lond': 123.27159873, 'longitude': '12316.2959238', 'latd': 44.56523942, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190839.00', 'gps_qual': '4', 'latitude': '4433.9141857', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.374', 'easting': 2279877.1067127218, 'geo_sep': '', 'northing': 103627.41085049696, 'lat_direction': 'N', 'lond': 123.27158684666666, 'longitude': '12316.2952108', 'latd': 44.565236428333336, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190848.00', 'gps_qual': '4', 'latitude': '4433.9142709', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.390', 'easting': 2279876.6413414227, 'geo_sep': '', 'northing': 103627.58470167033, 'lat_direction': 'N', 'lond': 123.27159277666667, 'longitude': '12316.2955666', 'latd': 44.56523784833333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190850.00', 'gps_qual': '4', 'latitude': '4433.9143627', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.387', 'easting': 2279876.1738753635, 'geo_sep': '', 'northing': 103627.77085491177, 'lat_direction': 'N', 'lond': 123.27159873833334, 'longitude': '12316.2959243', 'latd': 44.56523937833333, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190849.00', 'gps_qual': '4', 'latitude': '4433.9142697', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.640471297, 'geo_sep': '', 'northing': 103627.58250787016, 'lat_direction': 'N', 'lond': 123.27159278666667, 'longitude': '12316.2955672', 'latd': 44.56523782833333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190849.00', 'gps_qual': '4', 'latitude': '4433.9142697', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.640471297, 'geo_sep': '', 'northing': 103627.58250787016, 'lat_direction': 'N', 'lond': 123.27159278666667, 'longitude': '12316.2955672', 'latd': 44.56523782833333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190851.00', 'gps_qual': '4', 'latitude': '4433.9143638', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '47.386', 'easting': 2279876.1738129193, 'geo_sep': '', 'northing': 103627.77289541345, 'lat_direction': 'N', 'lond': 123.27159874, 'longitude': '12316.2959244', 'latd': 44.56523939666667, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190841.00', 'gps_qual': '4', 'latitude': '4433.9141848', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.379', 'easting': 2279877.1095665228, 'geo_sep': '', 'northing': 103627.40908481088, 'lat_direction': 'N', 'lond': 123.27158681, 'longitude': '12316.2952086', 'latd': 44.56523641333333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190850.00', 'gps_qual': '4', 'latitude': '4433.9142710', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279876.639363022, 'geo_sep': '', 'northing': 103627.58495487459, 'lat_direction': 'N', 'lond': 123.27159280166667, 'longitude': '12316.2955681', 'latd': 44.56523785, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190852.00', 'gps_qual': '4', 'latitude': '4433.9143623', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.395', 'easting': 2279876.1734530055, 'geo_sep': '', 'northing': 103627.77012818586, 'lat_direction': 'N', 'lond': 123.27159874333333, 'longitude': '12316.2959246', 'latd': 44.565239371666664, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190842.00', 'gps_qual': '4', 'latitude': '4433.9141842', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279877.107014393, 'geo_sep': '', 'northing': 103627.40806056745, 'lat_direction': 'N', 'lond': 123.27158684166666, 'longitude': '12316.2952105', 'latd': 44.56523640333333, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190851.00', 'gps_qual': '4', 'latitude': '4433.9142715', 'age_gps_data': '0.41', 'lon_direction': 'W', 'antenna_altitude': '47.389', 'easting': 2279876.638336247, 'geo_sep': '', 'northing': 103627.58591663651, 'lat_direction': 'N', 'lond': 123.271592815, 'longitude': '12316.2955689', 'latd': 44.56523785833333, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190853.00', 'gps_qual': '4', 'latitude': '4433.9143656', 'age_gps_data': '0.36', 'lon_direction': 'W', 'antenna_altitude': '47.381', 'easting': 2279876.172868723, 'geo_sep': '', 'northing': 103627.77626330964, 'lat_direction': 'N', 'lond': 123.27159875333334, 'longitude': '12316.2959252', 'latd': 44.565239426666665, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190843.00', 'gps_qual': '4', 'latitude': '4433.9141854', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.381', 'easting': 2279877.1066936655, 'geo_sep': '', 'northing': 103627.410295235, 'lat_direction': 'N', 'lond': 123.27158684666666, 'longitude': '12316.2952108', 'latd': 44.56523642333333, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190852.00', 'gps_qual': '4', 'latitude': '4433.9142716', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.390', 'easting': 2279876.639930402, 'geo_sep': '', 'northing': 103627.58604723215, 'lat_direction': 'N', 'lond': 123.271592795, 'longitude': '12316.2955677', 'latd': 44.56523786, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190854.00', 'gps_qual': '4', 'latitude': '4433.9143644', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.171469331, 'geo_sep': '', 'northing': 103627.77408767212, 'lat_direction': 'N', 'lond': 123.27159877, 'longitude': '12316.2959262', 'latd': 44.56523940666666, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190853.00', 'gps_qual': '4', 'latitude': '4433.9142737', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.6392698945, 'geo_sep': '', 'northing': 103627.58996130899, 'lat_direction': 'N', 'lond': 123.271592805, 'longitude': '12316.2955683', 'latd': 44.565237895, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190853.00', 'gps_qual': '4', 'latitude': '4433.9142737', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.6392698945, 'geo_sep': '', 'northing': 103627.58996130899, 'lat_direction': 'N', 'lond': 123.271592805, 'longitude': '12316.2955683', 'latd': 44.565237895, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190855.00', 'gps_qual': '4', 'latitude': '4433.9143643', 'age_gps_data': '0.54', 'lon_direction': 'W', 'antenna_altitude': '47.393', 'easting': 2279876.1726538297, 'geo_sep': '', 'northing': 103627.7738617165, 'lat_direction': 'N', 'lond': 123.271598755, 'longitude': '12316.2959253', 'latd': 44.565239405, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190854.00', 'gps_qual': '4', 'latitude': '4433.9142709', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '47.392', 'easting': 2279876.6388274026, 'geo_sep': '', 'northing': 103627.58478794992, 'lat_direction': 'N', 'lond': 123.27159280833334, 'longitude': '12316.2955685', 'latd': 44.56523784833333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190854.00', 'gps_qual': '4', 'latitude': '4433.9142709', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '47.392', 'easting': 2279876.6388274026, 'geo_sep': '', 'northing': 103627.58478794992, 'lat_direction': 'N', 'lond': 123.27159280833334, 'longitude': '12316.2955685', 'latd': 44.56523784833333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190856.00', 'gps_qual': '4', 'latitude': '4433.9143667', 'age_gps_data': '0.65', 'lon_direction': 'W', 'antenna_altitude': '47.388', 'easting': 2279876.172012379, 'geo_sep': '', 'northing': 103627.77833105717, 'lat_direction': 'N', 'lond': 123.271598765, 'longitude': '12316.2959259', 'latd': 44.565239445, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190846.00', 'gps_qual': '4', 'latitude': '4433.9141850', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '47.381', 'easting': 2279877.1062713065, 'geo_sep': '', 'northing': 103627.40956851095, 'lat_direction': 'N', 'lond': 123.27158685166667, 'longitude': '12316.2952111', 'latd': 44.565236416666664, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190855.00', 'gps_qual': '4', 'latitude': '4433.9142724', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.393', 'easting': 2279876.639187318, 'geo_sep': '', 'northing': 103627.58755517565, 'lat_direction': 'N', 'lond': 123.271592805, 'longitude': '12316.2955683', 'latd': 44.56523787333333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190857.00', 'gps_qual': '4', 'latitude': '4433.9143642', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '47.386', 'easting': 2279876.17132431, 'geo_sep': '', 'northing': 103627.77372203954, 'lat_direction': 'N', 'lond': 123.27159877166666, 'longitude': '12316.2959263', 'latd': 44.56523940333334, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190847.00', 'gps_qual': '4', 'latitude': '4433.9141829', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279877.106402548, 'geo_sep': '', 'northing': 103627.40567259584, 'lat_direction': 'N', 'lond': 123.27158684833333, 'longitude': '12316.2952109', 'latd': 44.565236381666665, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190856.00', 'gps_qual': '4', 'latitude': '4433.9142731', 'age_gps_data': '0.50', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.637379347, 'geo_sep': '', 'northing': 103627.58891435992, 'lat_direction': 'N', 'lond': 123.27159282833334, 'longitude': '12316.2955697', 'latd': 44.565237885, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190858.00', 'gps_qual': '4', 'latitude': '4433.9143645', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.390', 'easting': 2279876.1727988506, 'geo_sep': '', 'northing': 103627.77422735095, 'lat_direction': 'N', 'lond': 123.27159875333334, 'longitude': '12316.2959252', 'latd': 44.56523940833333, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190848.00', 'gps_qual': '4', 'latitude': '4433.9141850', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.386', 'easting': 2279877.1064036232, 'geo_sep': '', 'northing': 103627.40956396982, 'lat_direction': 'N', 'lond': 123.27158685, 'longitude': '12316.2952110', 'latd': 44.565236416666664, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190857.00', 'gps_qual': '4', 'latitude': '4433.9142719', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.389', 'easting': 2279876.6382293385, 'geo_sep': '', 'northing': 103627.58666152693, 'lat_direction': 'N', 'lond': 123.27159281666667, 'longitude': '12316.2955690', 'latd': 44.565237865, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190859.00', 'gps_qual': '4', 'latitude': '4433.9143664', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.383', 'easting': 2279876.1729195397, 'geo_sep': '', 'northing': 103627.7777440073, 'lat_direction': 'N', 'lond': 123.27159875333334, 'longitude': '12316.2959252', 'latd': 44.56523944, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190849.00', 'gps_qual': '4', 'latitude': '4433.9141826', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.390', 'easting': 2279877.1063834922, 'geo_sep': '', 'northing': 103627.4051173348, 'lat_direction': 'N', 'lond': 123.27158684833333, 'longitude': '12316.2952109', 'latd': 44.56523637666667, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190858.00', 'gps_qual': '4', 'latitude': '4433.9142722', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '47.393', 'easting': 2279876.6391746136, 'geo_sep': '', 'northing': 103627.587185001, 'lat_direction': 'N', 'lond': 123.271592805, 'longitude': '12316.2955683', 'latd': 44.56523787, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190900.00', 'gps_qual': '4', 'latitude': '4433.9143658', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.394', 'easting': 2279876.1734106955, 'geo_sep': '', 'northing': 103627.77661531884, 'lat_direction': 'N', 'lond': 123.27159874666667, 'longitude': '12316.2959248', 'latd': 44.56523943, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
